FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED
21309,Student Entrepreneurs Network,General Board Meeting #2 for Winter Quarter,01/16/2024 12:00 AM,Wells Fargo Hall 1N108,$600.00,,11/16/2023 4:54:35 PM
21318,Triton Actuarial Society,Winter Quarter GBM #1,01/16/2024 12:00 AM,APM 7321,$70.00,,11/17/2023 12:42:49 PM
21319,Phi Sigma Pi,PSP Rush WI24 - Info + ZA Night,01/16/2024 12:00 AM,PC West - Bear Room,$55.59,,11/17/2023 5:15:00 PM
21320,Engineers Without Borders at UC San Diego,EWB Winter GBM,01/16/2024 12:00 AM,Red Shoe Room,$121.70,,11/17/2023 6:43:55 PM
21322,Society of Women Engineers (SWE),SWE Winter 2024 GBM 1,01/16/2024 12:00 AM,Qualcomm Room in Jacobs Hall,$334.03,,11/17/2023 6:40:35 PM
21341,Association for Computing Machinery (ACM),ACM AI Winter Kickoff (correct),01/16/2024 12:00 AM,DIB 208,$81.80,,11/17/2023 10:32:53 PM
21287,"Brain Exercise Initiative, The",Peter Nameh,01/17/2024 12:00 AM,PC West Green Table Room,$194.38,,11/13/2023 12:30:27 PM
21293,Chem-E-Car Project,ChemE Car at UCSD Winter GBM #1,01/17/2024 12:00 AM,SME 248 ASML Conference Center,$152.94,,11/13/2023 5:42:55 PM
21308,Star Wars Club at UC San Diego,Star Wars Club Winter Kickoff,01/17/2024 12:00 AM,Price Center Marshall Room,$216.58,,11/16/2023 3:37:59 PM
21317,Care2Share at UC San Diego,Winter GBM 1,01/17/2024 12:00 AM,Price Center Marshall College Room,$350.00,,11/17/2023 2:06:25 PM
21324,American Chemical Society Student Affiliates (ACSSA),ACSSA Week 2 GBM,01/17/2024 12:00 AM,Natural Sciences Building,$599.99,,11/17/2023 7:36:21 PM
* 21337,Triton Quantitative Trading,FinTech Workshop,01/18/2024 12:00 AM,CSE Basement 225,,,11/17/2023 10:13:46 PM
21289,Triton NeuroTech,Winter Quarter GBM,01/18/2024 12:00 AM,Henry Booker Room,$513.69,,11/13/2023 3:04:37 PM
21292,Eta Kappa Nu (HKN),HKN Resume Review WI24,01/18/2024 12:00 AM,Henry Booker Room,$194.62,,11/13/2023 4:08:02 PM
21295,Delta Sigma Pi,Delta Sigma Pi WI24 Recruitment - Professional Night,01/18/2024 12:00 AM,SSC Multi Room,$210.00,,11/13/2023 9:25:51 PM
21297,Undergraduate Bioinformatics Club (UBIC),Workshop #1,01/18/2024 12:00 AM,Zweifach Library,$126.25,,11/14/2023 5:17:48 PM
21300,Biomedical Engineering Society (BMES),BMES Winter GBM #1,01/18/2024 12:00 AM,Fung Auditorium (in Powell-Focht Bioengineering Hall),$562.46,,11/17/2023 9:54:22 PM
21301,Fusion Dance Events Association,Annie Huang,01/18/2024 12:00 AM,Red Shoe Room,$347.31,,11/15/2023 4:41:38 PM
21314,Muslim Student Association,Welcome Back Dinner - Winter Quarter 2024,01/18/2024 12:00 AM,"The Forum, Price Center",$584.40,,11/16/2023 6:49:53 PM
21335,Association for Computing Machinery (ACM),"""Design Project Roadmap: From Conception to Completion""",01/18/2024 12:00 AM,DIB 208,$350.00,,11/17/2023 10:10:13 PM
21345,Video Game Development Club (VGDC) at UC San Diego,VGDC End of Quarter Social,01/18/2024 12:00 AM,CSE 1202,$176.75,,11/17/2023 11:53:50 PM
* 21339,Undergraduate Women in Computing at UC San Diego,Shadow Day Lunch,01/19/2024 12:00 AM,ASML Room,"$1,740.63",,11/17/2023 10:22:09 PM
21284,Biological Sciences Student Association,Exploring Careers in Life Sciences Conference,01/19/2024 12:00 AM,"Kavli Auditorium, Pacific Hall 3500, Bonner Hall 2130","$1,979.99",,11/17/2023 11:31:50 PM
21305,Delta Sigma Pi,Delta Sigma Pi WI24 Recruitment - Brotherhood Night,01/19/2024 12:00 AM,Great Hall,$600.00,,11/15/2023 7:49:57 PM
21328,Undergraduate Women in Computing at UC San Diego,Shadow Day Breakfast,01/19/2024 12:00 AM,ASML Room,$786.44,,11/17/2023 9:32:55 PM
21329,Association for Computing Machinery (ACM),Hack Placeholder 1,01/19/2024 12:00 AM,Henry Booker Room,$320.56,,11/17/2023 9:52:28 PM
21330,Undergraduate Women in Computing at UC San Diego,Movie Night w SWE,01/19/2024 12:00 AM,ASML Room,$42.90,,11/17/2023 9:59:44 PM
21336,Institute of Electrical and Electronics Engineers (IEEE),QP Kickoff Winter 2024 (Updated),01/19/2024 12:00 AM,Henry Booker Conference Suite (EBU1-2512),$286.00,,11/17/2023 10:13:45 PM
21311,Undergraduate Women in Computing at UC San Diego,GBM #1,01/22/2024 12:00 AM,ASML Room,$600.00,,11/16/2023 6:32:48 PM
21313,Undergraduate Women in Computing at UC San Diego,Project Teams Meetup #1,01/22/2024 12:00 AM,Qualcomm Room,$293.76,,11/17/2023 9:41:32 PM
21368,Graphite,Week 3 Event,01/22/2024 12:00 AM,NSB Auditorium,$562.46,,11/23/2023 6:51:48 PM
21380,Association for Computing Machinery (ACM),Nitya flex placeholder,01/22/2024 12:00 AM,Qualcomm Room,$145.61,,11/24/2023 10:21:58 PM
21384,Eta Kappa Nu (HKN),CAD Assembly Workshop,01/22/2024 12:00 AM,Henry Booker Room,$100.00,,11/24/2023 11:36:04 PM
21280,Pre-Pharmacy Society @ UC San Diego,Pharmaceutical Industry GBM,01/23/2024 12:00 AM,Price Center ERC Room,$77.15,,11/14/2023 12:04:50 AM
21315,Undergraduate Women in Computing at UC San Diego,VDGC x WIC Intro to Unreal,01/23/2024 12:00 AM,Qualcomm Room,$557.07,,11/16/2023 6:57:37 PM
21355,Student Entrepreneurs Network,SEN Leadership Meeting,01/23/2024 12:00 AM,Otterson Hall 1S114,$350.00,,11/22/2023 12:38:07 AM
21359,Eta Kappa Nu (HKN),Winter Induction Info Session 1,01/23/2024 12:00 AM,Price Center Marshall Room,$334.56,,11/22/2023 1:32:48 PM
21362,Undergraduate Bioinformatics Club (UBIC),Chalk Talk #1,01/23/2024 12:00 AM,Red Shoe Room,$82.31,,11/23/2023 1:44:32 PM
21381,Association for Computing Machinery (ACM),Cyber Camp 1,01/23/2024 12:00 AM,DIB 208,$309.84,,11/24/2023 10:33:07 PM
21334,American Institute of Chemical Engineers (AIChE),Winter General Board Meeting,01/24/2024 12:00 AM,SME 248,$375.25,,11/17/2023 10:09:11 PM
21348,American Chemical Society Student Affiliates (ACSSA),ACSSA Week 3 GBM,01/24/2024 12:00 AM,Natural Sciences Building,$599.99,,11/19/2023 4:48:35 PM
21363,Project in a Box,PiB Project Committee Week 3,01/24/2024 12:00 AM,EnVision,$349.11,,11/23/2023 2:21:42 PM
21387,Eta Kappa Nu (HKN),Score-based Diffusion Model Workshop,01/24/2024 12:00 AM,CSE 4140,$153.81,,11/24/2023 11:48:16 PM
21288,"Brain Exercise Initiative, The",BEI Winter 2024 Social,01/25/2024 12:00 AM,PC West Green Table Room,$194.38,,11/13/2023 12:36:26 PM
21296,Pre-Pharmacy Society @ UC San Diego,USC GBM,01/25/2024 12:00 AM,Price Center ERC Room,$77.15,,11/14/2023 12:12:17 AM
21332,Undergraduate Women in Computing at UC San Diego,Night of Nostalgia,01/25/2024 12:00 AM,Qualcomm Room,$336.18,,11/17/2023 10:06:42 PM
21367,Student Involvement Leadership Consultant (SILC),New Year Org Fair,01/25/2024 12:00 AM,Library Walk,"$1,015.94",,11/23/2023 3:02:07 PM
21383,Association for Computing Machinery (ACM),Essence of Backend Engineering: System Design,01/25/2024 12:00 AM,Henry Booker Room,$349.97,,11/24/2023 11:09:31 PM
21385,Association for Computing Machinery (ACM),ACM AI WINTER SOCIAL,01/25/2024 12:00 AM,Henry Booker Room,$334.29,,11/24/2023 11:40:09 PM
21346,"Ecology, Behavior and Evolution Club at UC San Diego",EBE Community Mixer,01/26/2024 12:00 AM,Price Center Forum,$0.00,,11/19/2023 8:22:46 AM
21378,NanoEngineering and Technology Society,NETS Winter Welcome Back,01/26/2024 12:00 AM,Bear Room in Price Center,$151.50,,11/24/2023 6:37:41 PM
21302,Eta Kappa Nu (HKN),Winter 2024 Induction Ceremony,01/27/2024 12:00 AM,Qualcomm Conference Center,$596.67,,11/15/2023 4:42:49 PM
21354,International Society for Pharmaceutical Engineers (ISPE),ISPE Mentorship Program Opening Ceremony,01/27/2024 12:00 AM,Price Center - Eleanor Roosevelt College Room,$81.46,,11/21/2023 4:39:03 PM
21391,Students for the Exploration and Development of Space,SEDS at UC San Diego GBM,01/28/2024 12:00 AM,Price Center Bear Room,$183.18,,11/28/2023 1:40:43 PM
21349,Pre-Pharmacy Society @ UC San Diego,Occupational Exposure of Hazardous Drugs GBM,01/29/2024 12:00 AM,Price Center ERC Room,$77.15,,11/19/2023 5:01:05 PM
21369,Graphite,Week 4 Event,01/29/2024 12:00 AM,NSB Auditorium,$583.53,,11/23/2023 7:02:34 PM
21389,Institute of Electrical and Electronics Engineers (IEEE),Getting Involved in Undergraduate Research Workshop,01/29/2024 12:00 AM,Henry Booker Conference Suite (EBU1-2512),$350.00,,11/27/2023 8:15:16 PM
21397,Sports Medicine Association at UC San Diego,Sports Medicine Association GBM,01/29/2024 12:00 AM,Green Table Room (Price Center),$216.58,,11/29/2023 1:42:30 PM
21410,Pre-Pharmacy Society @ UC San Diego,Occupational Exposure of Hazardous Drugs GBM,01/29/2024 12:00 AM,Price Center ERC Room,$169.42,,11/30/2023 10:40:41 PM
21347,Triton NeuroTech,Trition NeuroTech Winter Social,01/30/2024 12:00 AM,Sun God Lawn,$270.72,,11/19/2023 3:33:36 PM
21356,Student Entrepreneurs Network,SEN Leadership Meeting,01/30/2024 12:00 AM,Otterson Hall 1S114,$350.00,,11/22/2023 12:40:03 AM
21390,Muslim Student Association,Academic and Professional Development Committee Event,01/30/2024 12:00 AM,"Dolores Huerta, Student Center",$600.00,,11/27/2023 9:47:56 PM
21393,Ahlul-Bayt Student Association,Wiladat Imam Ali,01/30/2024 12:00 AM,Red Shoe Room,$592.69,,11/28/2023 4:26:02 PM
21394,Association for Computing Machinery (ACM),Cyber Camp 2,01/30/2024 12:00 AM,Qualcomm Room,$309.84,,11/28/2023 4:27:27 PM
21421,Eta Kappa Nu (HKN),HKN Computer Vision Workshop,01/30/2024 12:00 AM,CSE 4140,$194.25,,12/1/2023 5:19:38 PM
21422,American Medical Student Association,Renee Long,01/30/2024 12:00 AM,Price Center - Theater,$598.00,,12/1/2023 7:07:42 PM
* 21364,Project in a Box,PiB Project Committee Week 4,01/31/2024 12:00 AM,ONLINE,$349.11,,11/23/2023 2:23:12 PM
21370,Alpha Epsilon Delta Pre-Health Professional Honor Society,AED Winter 24 GBM 2,01/31/2024 12:00 AM,Price Center West - Theater,$596.09,,11/23/2023 10:45:20 PM
21373,Undergraduate Women in Computing at UC San Diego,Cocoa & Coloring,01/31/2024 12:00 AM,ASML Room,$15.35,,11/24/2023 11:24:49 AM
21395,Association for Computing Machinery (ACM),CTF School 3: Cryptography,01/31/2024 12:00 AM,ASML,$349.97,,11/28/2023 4:32:13 PM
21406,TEDx@UCSanDiego,TEDxUCSanDiego Salon,01/31/2024 12:00 AM,The Loft,$600.00,,12/1/2023 10:02:39 PM
21407,Biomedical Engineering Society (BMES),Switching Into Bioengineering Synposium (SWiB),01/31/2024 12:00 AM,Fung Auditorium (at the Powell-Focht Bioengineering Hall),$298.14,,11/30/2023 7:49:48 PM
21414,BURSA(Burmese Students Association),GBM - 2,01/31/2024 12:00 AM,Warren College Room,$346.08,,12/1/2023 2:31:08 PM
21415,Engineers Without Borders at UC San Diego,EWB Resume Review,01/31/2024 12:00 AM,SSC 300,$99.09,,12/1/2023 3:27:23 PM
21418,Student Entrepreneurs Network,Entrepreneur at the Table,01/31/2024 12:00 AM,Rady Sky Pavillion,$107.56,,12/1/2023 4:20:33 PM
21420,Eta Kappa Nu (HKN),HKN Video Game Night,01/31/2024 12:00 AM,Henry Booker Room,$263.30,,12/1/2023 5:07:22 PM
20170,Triton Software Engineering,TSE WI24 Technical Workshop,02/01/2024 12:00 AM,Price Center ERC Room,$301.70,,11/28/2023 10:20:11 PM
21360,Biological Sciences Student Association,Research Roundup,02/01/2024 12:00 AM,Bonner Hall 2130,$216.58,,11/22/2023 5:41:51 PM
21361,Society of Asian Scientists and Engineers at UC San Diego,Egg Drop Social,02/01/2024 12:00 AM,Price Center - Red Shoe Room,$197.50,,11/30/2023 9:41:32 PM
21386,American Institute of Chemical Engineers (AIChE),Navy Info Session,02/01/2024 12:00 AM,SME 248,$138.45,,11/24/2023 11:41:38 PM
21401,Triton NeuroTech,Triton NeuroTech Blitz Talk,02/01/2024 12:00 AM,Henery Booker,$190.75,,11/29/2023 6:30:19 PM
21425,Society of Hispanic Students in Law,LinkedIn Workshop,02/01/2024 12:00 AM,RRC Room 104,$179.06,,12/1/2023 10:19:41 PM
21408,Biomedical Engineering Society (BMES),Lab Expo 2024,02/02/2024 12:00 AM,Price Center West Ballroom and Marshall College Room,"$1,649.59",,12/1/2023 9:57:09 PM
21416,Redeemer’s Grace Church on Campus at UC San Diego,RGC Doubt Night,02/02/2024 12:00 AM,Price Center - Bear Room,$423.21,,12/1/2023 4:02:45 PM
21429,Association for Computing Machinery (ACM),TFT Tournament,02/02/2024 12:00 AM,TEC Cafe,$86.11,,12/1/2023 11:24:56 PM
21396,Institute of Electrical and Electronics Engineers (IEEE),Quarterly Projects Workathon 1,02/03/2024 12:00 AM,Henry Booker Room,$562.67,,11/29/2023 5:22:00 AM
21398,Keyboard Club at UC San Diego,Love is in the Keebs,02/03/2024 12:00 AM,East Ballroom,"$2,094.53",,11/30/2023 12:14:41 PM
21451,Tritones at UC San Diego,Vocal Workshop with Glenn Clancy,02/04/2024 12:00 AM,Green Table Room,$325.00,,12/8/2023 3:41:45 PM
21371,Undergraduate Women in Computing at UC San Diego,Project Teams Meetup #2,02/05/2024 12:00 AM,Qualcomm Room,$293.76,,11/24/2023 11:00:14 AM
21372,Undergraduate Women in Computing at UC San Diego,Study Jam,02/05/2024 12:00 AM,Qualcomm Room,$263.30,,11/24/2023 11:20:40 AM
21400,Triton NeuroTech,Triton NeuroTech Wearable Sensing Talk,02/05/2024 12:00 AM,Henry Booker,$452.55,,11/29/2023 6:38:03 PM
21462,Association for Computing Machinery (ACM),Hack Placeholder Week 4,02/05/2024 12:00 AM,ASML,$349.97,,12/8/2023 10:18:50 PM
21463,Association for Computing Machinery (ACM),Stuxnet - Storytime with Cyber,02/05/2024 12:00 AM,Qualcomm Room,$349.97,,12/8/2023 10:21:26 PM
21470,Boardgames and Boba @ UC San Diego,Jeopardy Night,02/05/2024 12:00 AM,Price Center Theatre,$596.41,,12/8/2023 11:25:29 PM
21472,Computer Science and Engineering Society,Career Exploration Program,02/05/2024 12:00 AM,CSE B225,$195.11,,12/8/2023 11:48:52 PM
21357,Student Entrepreneurs Network,SEN Leadership Meeting,02/06/2024 12:00 AM,Otterson Hall 1S114,$0.00,,11/22/2023 12:41:43 AM
21403,Maximalist Magazine,Project Proposal Night,02/06/2024 12:00 AM,ERC Room,$230.00,,11/30/2023 9:44:08 AM
21423,American Institute of Chemical Engineers (AIChE),FamilE Winter Social,02/06/2024 12:00 AM,SME 248,$186.94,,12/1/2023 8:43:57 PM
21443,Beautiful Mind Project @ UC San Diego,Deescalating Tension in the Workplace Workshop,02/06/2024 12:00 AM,Price Center Forum,$600.00,,12/8/2023 5:26:11 PM
21455,Society of Women Engineers (SWE),Winter 2024 GBM 2,02/06/2024 12:00 AM,Qualcomm Room in Jacobs Hall,$600.00,,12/8/2023 7:26:55 PM
21469,Association for Computing Machinery (ACM),Mid Quarter Meeting,02/06/2024 12:00 AM,DIB 208,"$1,996.39",,12/8/2023 11:18:57 PM
* 21365,Project in a Box,PiB Project Committee Week 5,02/07/2024 12:00 AM,ONLINE,$349.11,,11/23/2023 2:24:10 PM
21351,Pre-Pharmacy Society @ UC San Diego,Study Jam,02/07/2024 12:00 AM,Student Services Center Room 300,$38.56,,11/20/2023 6:16:21 PM
21392,Ahlul-Bayt Student Association,ABSA Breakfast Giveaway,02/07/2024 12:00 AM,Red Shoe Room,$597.40,,11/28/2023 3:43:34 PM
21413,Pushpanjali,Indian Cultural Event,02/07/2024 12:00 AM,Library Walk,$260.00,,12/2/2023 2:19:23 PM
21424,American Institute of Chemical Engineers (AIChE),Alumni-Student Mixer - Pathways in Chemical Engineering,02/07/2024 12:00 AM,SME 248,$163.62,,12/1/2023 10:17:47 PM
21431,American Chemical Society Student Affiliates (ACSSA),ACSSA Week 5 GBM,02/07/2024 12:00 AM,Natural Sciences Building,$599.99,,12/3/2023 11:48:56 AM
21457,Institute of Electrical and Electronics Engineers (IEEE),Figma 101: Introduction to Figma,02/07/2024 12:00 AM,Price Center Warren College Room,$99.13,,12/8/2023 8:32:18 PM
21461,American Medical Student Association,Physician Mixer,02/07/2024 12:00 AM,Stage Room & Patio,$600.00,,12/8/2023 10:09:00 PM
21464,Association for Computing Machinery (ACM),ACM AI Workshop #1,02/07/2024 12:00 AM,Qualcomm,$431.00,,12/8/2023 10:30:49 PM
21467,Association for Computing Machinery (ACM),Nitya flex placeholder,02/07/2024 12:00 AM,Qualcomm,$349.97,,12/8/2023 10:50:11 PM
21303,Student Entrepreneurs Network,SEN Winter Recruitment & Innovation Launch Reception,02/08/2024 12:00 AM,Wells Fargo Hall 1N108,$200.00,,12/6/2023 2:54:59 PM
21448,Society of Hispanic Students in Law,SOHIL and Study Jam,02/08/2024 12:00 AM,Raza Resource Centro room 104,$179.06,,12/8/2023 8:48:11 AM
21465,Association for Computing Machinery (ACM),Hack Placeholder II,02/08/2024 12:00 AM,Henry Booker Room,$323.25,,12/8/2023 10:39:10 PM
21447,NanoEngineering and Technology Society,NETS Movie Night,02/09/2024 12:00 AM,SME 248 ASML,$67.10,,12/8/2023 2:43:22 AM
21450,Deejays and Vinylphiles Club,DVC Presents: HEARTBEAT,02/09/2024 12:00 AM,Price Center Ballroom East,"$13,029.59",,12/8/2023 7:45:23 PM
21458,Biological Sciences Student Association,Research Poster Making Event,02/09/2024 12:00 AM,Student Center Huerta-Vera Cruz Room,$63.88,,12/8/2023 8:33:47 PM
21459,Cheese Club,You’re Such a Char-cute-rie,02/09/2024 12:00 AM,green table room,$245.38,,12/8/2023 10:18:03 PM
21466,Association for Computing Machinery (ACM),ACM Gaslights,02/09/2024 12:00 AM,Qualcomm Room,$195.62,,12/8/2023 10:47:59 PM
21405,Chinese Global Community,Spring festival celebration dinner,02/10/2024 12:00 AM,Multi Purpose Room,$600.00,,11/30/2023 5:50:31 PM
21417,Undergraduate Women in Computing at UC San Diego,Women in STEM + Galentine’s Celebration,02/10/2024 12:00 AM,ASML Room,"$1,323.49",,12/1/2023 4:04:50 PM
21433,Aequora Ballet Company,Masterclass with Kevin Jenkins,02/10/2024 12:00 AM,Wagner Dance Building Room 3,$500.00,,12/4/2023 10:40:42 AM
21473,Video Game Development Club (VGDC) at UC San Diego,Love Yourself Social,02/10/2024 12:00 AM,Triton eSports Center,$89.90,,12/8/2023 11:54:53 PM
21589,Undergraduate Women in Computing at UC San Diego,Women in STEM + Galentine’s Celebration,02/10/2024 12:00 AM,ASML Room,"$1,323.49",,1/12/2024 7:02:46 PM
21616,Pakistani Student Association,Mock Mehndi,02/10/2024 12:00 AM,Stage Room and Patio,"$2,000.00",,1/14/2024 5:22:43 PM
21399,Sports Medicine Association at UC San Diego,Sports Medicine Association GBM,02/12/2024 12:00 AM,Green Table Room (Price Center),$418.61,,11/29/2023 1:56:58 PM
21449,Biological Sciences Student Association,Speed Dating with Industry Professionals,02/12/2024 12:00 AM,Bonner Hall 2130 and 2140,$312.48,,12/8/2023 12:34:30 PM
21468,American Institute of Chemical Engineers (AIChE),AIChE Projects Social,02/12/2024 12:00 AM,SME 248,$266.14,,12/8/2023 11:08:25 PM
21475,SACNAS Chapter at UC San Diego,SACNAS Study Jam,02/12/2024 12:00 AM,Raza Resource Centro,$150.00,,12/11/2023 5:25:31 PM
21481,Triton NeuroTech,Triton NeuroTech Bouquet Making Valentine Social,02/12/2024 12:00 AM,Price Center Red Shoe Room,$45.92,,12/14/2023 10:11:00 PM
21482,Muslim Student Association,Islam Awareness Week Night 1,02/12/2024 12:00 AM,"Price Center Ballroom East, The Loft East Green Room 2","$1,994.88",,12/15/2023 8:51:11 PM
21485,Chinese Students and Scholars Association,CSSA New Year Gala Rehearsal,02/12/2024 12:00 AM,Price Center Ballroom AB,$600.00,,12/14/2023 12:10:56 AM
21493,Triton NeuroTech,Triton NeuroTech Bouquet Making Valentine Social,02/12/2024 12:00 AM,Red Shoe Room,$45.92,,12/14/2023 10:35:08 PM
21496,Muslim Student Association,Islam Awareness Week Day 1 Tabling,02/12/2024 12:00 AM,Library Walk,"$1,671.17",,12/15/2023 11:32:35 PM
21497,Association for Computing Machinery (ACM),CTF School 4,02/12/2024 12:00 AM,Qualcomm Room,$349.97,,12/15/2023 3:27:20 PM
21508,Association for Computing Machinery (ACM),Angela's Hack Workshop,02/12/2024 12:00 AM,Qualcomm Room,$323.26,,12/15/2023 11:02:43 PM
21590,Undergraduate Women in Computing at UC San Diego,Research vs Industry Panel,02/12/2024 12:00 AM,Qualcomm Room,$309.37,,1/12/2024 7:12:08 PM
21613,Graphite,Week 6 Event,02/12/2024 12:00 AM,NSB Atrium,$562.47,,1/14/2024 12:02:02 AM
* 21494,Pre-Pharmacy Society @ UC San Diego,Resume Workshop,02/13/2024 12:00 AM,Student Services Center Room 300,$160.50,,12/15/2023 12:58:12 AM
21358,Student Entrepreneurs Network,SEN Leadership Meeting,02/13/2024 12:00 AM,Otterson Hall 1S114,$350.00,,11/22/2023 12:43:16 AM
21419,Care2Share at UC San Diego,Wi24 GBM 2,02/13/2024 12:00 AM,Price Center Red Shoe Room,$310.70,,12/1/2023 5:09:56 PM
21437,Biological Sciences Student Association,BSSA Mentorship Cookie Decorating,02/13/2024 12:00 AM,Bear Room - Price Center,$72.88,,12/6/2023 5:51:08 PM
21444,Triton Gaming,Meet Your Match,02/13/2024 12:00 AM,Triton Esports Center,$600.00,,12/7/2023 11:02:50 PM
21474,Mixed Student Union,Palentines Day-Friendship Bracelet Making,02/13/2024 12:00 AM,Cross Cultural Center-Art Space,$66.38,,12/10/2023 5:40:40 PM
21479,Women in Business,Galentine's,02/13/2024 12:00 AM,The Stage Room,$600.00,,12/11/2023 9:55:33 PM
21483,Muslim Student Association,Islam Awareness Week Night 2,02/13/2024 12:00 AM,Price Center Ballroom East,"$1,995.01",,12/15/2023 9:20:52 PM
21499,Muslim Student Association,Islam Awareness Week Day 2 Tabling,02/13/2024 12:00 AM,Library Walk,"$1,796.49",,12/15/2023 11:55:44 PM
21500,Association for Computing Machinery (ACM),Nolan's Big Workshop Placeholder,02/13/2024 12:00 AM,Henry Booker Room,$228.43,,12/15/2023 3:42:12 PM
21588,Undergraduate Women in Computing at UC San Diego,Galentines,02/13/2024 12:00 AM,ASML Room,$81.98,,1/12/2024 6:52:43 PM
21366,Project in a Box,PiB Project Committee Week 6,02/14/2024 12:00 AM,EnVision,$349.11,,11/23/2023 2:26:02 PM
21456,Alpha Epsilon Delta Pre-Health Professional Honor Society,AED Winter 24 GBM 3,02/14/2024 12:00 AM,Price Center West -Theater,$611.77,,12/8/2023 8:27:00 PM
21487,Chinese Students and Scholars Association,CSSA New Year Gala Rehearsal 2,02/14/2024 12:00 AM,Price Center Ballroom East,$600.00,,12/14/2023 12:43:06 AM
21490,Institute of Electrical and Electronics Engineers (IEEE),Design Principles in Practice,02/14/2024 12:00 AM,Price Center Warren College Room,$96.48,,12/14/2023 4:55:27 PM
21498,Association for Computing Machinery (ACM),AI Workshop #2,02/14/2024 12:00 AM,Qualcomm Room,$431.00,,12/15/2023 3:31:32 PM
21501,Muslim Student Association,Islam Awareness Week Day 3 Tabling,02/14/2024 12:00 AM,Library Walk,$902.83,,12/15/2023 11:57:17 PM
