FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED,
22504,Tau Sigma,midterm munchies,20241028T00:00:00Z                 10/28/2024 12:00 AM,transfer hub,$281.79,,20240929T17:41:20Z                     9/29/2024 5:41:20 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22506,Amateur Radio Club at UC San Diego (KK6UC),UHF/VHF Radio Wave Propagation Workshop,20240926T00:00:00Z                 09/26/2024 12:00 AM,Price Center - Green Table Room,$123.60,,20240816T18:53:07Z                     8/16/2024 6:53:07 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22507,Tau Sigma,Tau Sigma takes a picnic,20241011T00:00:00Z                 10/11/2024 12:00 AM,sun god lawn,$190.93,,20240903T16:44:16Z                     9/3/2024 4:44:16 PM,Final                                                                                                                                      Details
22508,Amateur Radio Club at UC San Diego (KK6UC),Radio Transmitter Hunt,20241003T00:00:00Z                 10/03/2024 12:00 AM,Price Center - Red Shoe Room,$275.00,,20240903T15:25:34Z                     9/3/2024 3:25:34 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22509,Amateur Radio Club at UC San Diego (KK6UC),Contesting in Amateur Radio,20241010T00:00:00Z                 10/10/2024 12:00 AM,Price Center - Green Table Room,$123.60,,20240903T16:15:25Z                     9/3/2024 4:15:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22510,Institute of Electrical and Electronics Engineers (IEEE),IEEE Pumpkin Carving Event,20241030T00:00:00Z                 10/30/2024 12:00 AM,Matthew's Quad,$209.79,,20240903T17:50:07Z                     9/3/2024 5:50:07 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22511,Amateur Radio Club at UC San Diego (KK6UC),School Club Roundup Radio Competition,20241011T00:00:00Z                 10/11/2024 12:00 AM,Price Center - Green Table Room,$275.00,,20240903T16:44:27Z                     9/3/2024 4:44:27 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22512,BURSA(Burmese Students Association),GBM 1,20241008T00:00:00Z                 10/08/2024 12:00 AM,Marshall College Room,$266.03,,20240903T16:02:55Z                     9/3/2024 4:02:55 PM,Final                                                                                                                                      Details
22518,Multicultural Greek Council,MGC Info Night,20241001T00:00:00Z                 10/01/2024 12:00 AM,Multipurpose Room,"$1,291.00",,20240903T15:11:15Z                     9/3/2024 3:11:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22520,Institute of Electrical and Electronics Engineers (IEEE),IEEE QP Workathon #1,20241026T00:00:00Z                 10/26/2024 12:00 AM,Henry Booker Room 2512,$293.08,,20240903T17:44:10Z                     9/3/2024 5:44:10 PM,Final                                                                                                                                      Details
22522,Institute of Electrical and Electronics Engineers (IEEE),IEEE Reverse Career Fair,20241029T00:00:00Z                 10/29/2024 12:00 AM,PC East,$567.00,,20240903T17:48:26Z                     9/3/2024 5:48:26 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22525,Institute of Electrical and Electronics Engineers (IEEE),IEEE Professional Headshots Event,20241011T00:00:00Z                 10/11/2024 12:00 AM,Warren Mall,$314.82,,20240903T16:44:44Z                     9/3/2024 4:44:44 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22526,BURSA(Burmese Students Association),GBM 2,20241023T00:00:00Z                 10/23/2024 12:00 AM,ERC Room,$298.14,,20240903T17:42:31Z                     9/3/2024 5:42:31 PM,Final                                                                                                                                      Details
22527,Institute of Electrical and Electronics Engineers (IEEE),IEEE Arduino Workshop,20241009T00:00:00Z                 10/09/2024 12:00 AM,Henry Booker Room 2512,$227.79,,20240903T16:11:27Z                     9/3/2024 4:11:27 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22528,Institute of Electrical and Electronics Engineers (IEEE),IEEE Resume Workshop,20241016T00:00:00Z                 10/16/2024 12:00 AM,Henry Booker Room 2512,$277.79,,20240903T17:34:04Z                     9/3/2024 5:34:04 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22529,Pilipino Undergraduate Society for Health,PUSHer/PUSHee Meet & Mingle,20241015T00:00:00Z                 10/15/2024 12:00 AM,Price Center Warren Room,$284.00,,20240903T16:49:53Z                     9/3/2024 4:49:53 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22530,Sun God Soccer,Sun God Soccer Tabling,20240926T00:00:00Z                 09/26/2024 12:00 AM,Outdoor Tabling Library Walk 1974,$91.91,,20240816T18:54:13Z                     8/16/2024 6:54:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22532,Sun God Soccer,Sun God Soccer Tabling,20240927T00:00:00Z                 09/27/2024 12:00 AM,Outdoor Tabling Library Walk 1976,$104.90,,20240829T13:37:10Z                     8/29/2024 1:37:10 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22533,Sun God Soccer,Sun God Soccer Tabling,20241031T00:00:00Z                 10/31/2024 12:00 AM,Outdoor Tabling Library Walk 1984,$90.91,,20240903T17:51:25Z                     9/3/2024 5:51:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22535,Pre-Pharmacy Society @ UC San Diego,Mentor/Mentee Speed Dating,20241105T00:00:00Z                 11/05/2024 12:00 AM,Skaggs School of Pharmacy HSEC Classrooms 2&3,$365.11,,20241014T19:53:01Z                     10/14/2024 7:53:01 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22536,Pre-Pharmacy Society @ UC San Diego,PPS x BSSA Service Collab,20241113T00:00:00Z                 11/13/2024 12:00 AM,Price Center ERC Room,$216.58,,20240926T22:08:01Z                     9/26/2024 10:08:01 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22537,Pre-Pharmacy Society @ UC San Diego,Mentor/Mentee Reveal,20241120T00:00:00Z                 11/20/2024 12:00 AM,Skaggs School of Pharmacy HSEC Classrooms 2&3,$557.00,,20241018T20:47:13Z                     10/18/2024 8:47:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22538,Mock Trial @ UC San Diego,Mock Trial @ UC Irvine at UC Irvine Campus,20241109T00:00:00Z                 11/09/2024 12:00 AM,UC Irvine Campus,"$1,400.00",,20241003T15:59:01Z                     10/3/2024 3:59:01 PM,Final                                                                                                                                      Details
22539,Sun God Soccer,Sun God Soccer Social Event (Post Soccer Tournament),20241116T00:00:00Z                 11/16/2024 12:00 AM,Outdoor Events Hump,$800.00,,20241014T19:55:12Z                     10/14/2024 7:55:12 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22540,Undergraduate MD-PhD Society (UMPS) at UC San Diego,URH and UMPS presentation,20241122T00:00:00Z                 11/22/2024 12:00 AM,Price Center - Warren College Room,$272.36,,20240922T02:11:39Z                     9/22/2024 2:11:39 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22541,Project in a Box,PiB Project Committee Week 6,20241106T00:00:00Z                 11/06/2024 12:00 AM,EnVision,$300.00,,20241014T19:53:12Z                     10/14/2024 7:53:12 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22542,Project in a Box,PiB Project Committee Week 7,20241113T00:00:00Z                 11/13/2024 12:00 AM,Envision,$300.00,,20240922T08:13:25Z                     9/22/2024 8:13:25 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22543,Project in a Box,PiB Project Committee Week 8,20241120T00:00:00Z                 11/20/2024 12:00 AM,Envision,$300.00,,20240922T08:20:48Z                     9/22/2024 8:20:48 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22544,Mood Psychology @UC San Diego,Final Pressure Releasing Event,20241115T00:00:00Z                 11/15/2024 12:00 AM,Ballroom West AB,"$1,092.31",,20241014T19:54:42Z                     10/14/2024 7:54:42 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22548,Health and Anti-Recidivism Project (HAARP),Letter Writing Event,20241113T00:00:00Z                 11/13/2024 12:00 AM,Price Center Green Table Room,$58.50,,20240922T16:23:02Z                     9/22/2024 4:23:02 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22549,Pre-Medical APAMSA at UC San Diego,GBM #2: Resume & Cold Email Workshop,20241106T00:00:00Z                 11/06/2024 12:00 AM,Price Center - Red Shoe Room,$336.89,,20240924T18:25:39Z                     9/24/2024 6:25:39 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22550,Project in a Box,Fall Study JAM,20241204T00:00:00Z                 12/04/2024 12:00 AM,Envision,$300.00,,20240924T14:36:19Z                     9/24/2024 2:36:19 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22551,Laundry Loads Of Love,Laundry Loads of Love Welcome GBM,20241108T00:00:00Z                 11/08/2024 12:00 AM,Price Center - Marshall College Room,$348.00,,20240924T18:42:08Z                     9/24/2024 6:42:08 PM,Final                                                                                                                                      Details
22552,M.E.M.O. at UC San Diego,M.E.M.O. Big/Little + Fam Reveal,20241116T00:00:00Z                 11/16/2024 12:00 AM,Multipurpose Room,$210.00,,20240924T19:34:59Z                     9/24/2024 7:34:59 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22553,Product Space at UC San Diego,Recruitment Social Night,20241108T00:00:00Z                 11/08/2024 12:00 AM,The Hump,$209.42,,20240924T21:00:04Z                     9/24/2024 9:00:04 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22554,American Chemical Society Student Affiliates (ACSSA),Week 7 GBM,20241115T00:00:00Z                 11/15/2024 12:00 AM,Natural Science Building,$333.00,,20240924T21:47:10Z                     9/24/2024 9:47:10 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22555,American Chemical Society Student Affiliates (ACSSA),Week 10 gbm,20241204T00:00:00Z                 12/04/2024 12:00 AM,Natural Science Building,$451.00,,20240924T21:59:12Z                     9/24/2024 9:59:12 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22556,Tau Beta Pi,TBP Joint Faculty Mixer,20241121T00:00:00Z                 11/21/2024 12:00 AM,CSE 1242,$275.00,,20240929T18:08:15Z                     9/29/2024 6:08:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22557,Undergraduate Bioinformatics Club (UBIC),4-Year Planning Workshop,20241104T00:00:00Z                 11/04/2024 12:00 AM,Marshall College Room,$334.56,,20241014T19:51:58Z                     10/14/2024 7:51:58 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22558,Cheese Club,Feeling Grate About Fall!,20241104T00:00:00Z                 11/04/2024 12:00 AM,Green Table Room,$246.49,,20240926T10:46:49Z                     9/26/2024 10:46:49 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22559,Undergraduate Bioinformatics Club (UBIC),Billy Santoso,20241105T00:00:00Z                 11/05/2024 12:00 AM,Zweifach Library at PFBH (4th Floor),$296.31,,20240926T17:33:13Z                     9/26/2024 5:33:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22560,Stationery Club,Paper Craft Teamwork Workshop,20241107T00:00:00Z                 11/07/2024 12:00 AM,Eleanor Roosevelt College Room,$250.78,,20240927T21:01:07Z                     9/27/2024 9:01:07 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22561,Keyboard Club at UC San Diego,Fall Into Keebs,20241102T00:00:00Z                 11/02/2024 12:00 AM,Price Center West Ballroom AB + East Ballroom + John Muir College Room + Marshall College Room + ERC College Room,"$6,412.70",,20240926T22:09:33Z                     9/26/2024 10:09:33 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22563,Aequora Ballet Company,Kevin Jenkins Master Class,20241102T00:00:00Z                 11/02/2024 12:00 AM,Rimac Activity Room 3,$200.00,,20241014T19:51:08Z                     10/14/2024 7:51:08 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22564,Institute of Electrical and Electronics Engineers (IEEE),C Programming Workshop,20241116T00:00:00Z                 11/16/2024 12:00 AM,Henry Booker Room,$227.49,,20240927T15:26:00Z                     9/27/2024 3:26:00 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22567,BRASA,GBM,20241105T00:00:00Z                 11/05/2024 12:00 AM,Warren College Room,$386.00,,20240927T18:49:27Z                     9/27/2024 6:49:27 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22571,United Taiwanese Association at UC San Diego,UTA Big n Little,20241102T00:00:00Z                 11/02/2024 12:00 AM,Sun God Lawn,$229.67,,20240927T19:35:24Z                     9/27/2024 7:35:24 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22573,Society of Hispanic Students in Law,SOHIL Personal Statement Workshop,20241107T00:00:00Z                 11/07/2024 12:00 AM,Raza Centro Space PPCH #104,$234.59,,20240927T23:22:47Z                     9/27/2024 11:22:47 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22574,Graphite,Jagger Nelson,20241107T00:00:00Z                 11/07/2024 12:00 AM,NSB Auditorium,$163.18,,20240927T23:52:57Z                     9/27/2024 11:52:57 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22575,Society of Cosmetic Chemists,SCC FA24: GBM 2,20241107T00:00:00Z                 11/07/2024 12:00 AM,Marshall College Room,$199.47,,20240927T23:55:05Z                     9/27/2024 11:55:05 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22576,Graphite,Week 7 GBM,20241114T00:00:00Z                 11/14/2024 12:00 AM,NSB Auditorium,$163.18,,20240927T23:55:15Z                     9/27/2024 11:55:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22577,Graphite,Week 8 GBM,20241121T00:00:00Z                 11/21/2024 12:00 AM,NSB Auditorium,$163.18,,20240927T23:56:39Z                     9/27/2024 11:56:39 PM,Final                                                                                                                                      Details
22578,Graphite,Week 9 GBM,20241205T00:00:00Z                 12/05/2024 12:00 AM,NSB Auditorium,$163.18,,20240927T23:58:05Z                     9/27/2024 11:58:05 PM,Final                                                                                                                                      Details
22579,NanoEngineering and Technology Society,NETS Big little reveal,20241107T00:00:00Z                 11/07/2024 12:00 AM,Red shoe room,$261.20,,20240927T23:58:17Z                     9/27/2024 11:58:17 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22584,Pre-Pharmacy Society @ UC San Diego,4 Year Plan Workshop,20241115T00:00:00Z                 11/15/2024 12:00 AM,Price Center ERC Room,$85.72,,20241004T23:23:19Z                     10/4/2024 11:23:19 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22585,Undergraduate Economics Society at UC San Diego,UES x Lumnus Consulting Case Competition,20241114T00:00:00Z                 11/14/2024 12:00 AM,Student Services Center Multipurpose Room,$981.44,,20240930T19:30:51Z                     9/30/2024 7:30:51 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22586,Biomedical Engineering Society (BMES),BMES Study Social,20241113T00:00:00Z                 11/13/2024 12:00 AM,Powell-Focht Bioengineering Hall Room 291,$143.23,,20241002T18:22:13Z                     10/2/2024 6:22:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22587,Undergraduate Bioinformatics Club (UBIC),Chalk Talk with Jamie Burks (Smarr Lab),20241112T00:00:00Z                 11/12/2024 12:00 AM,Zweifach Library - PFBH,$125.49,,20241001T19:08:41Z                     10/1/2024 7:08:41 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22588,Music and Memory at UC San Diego,Music and Memory Fall 24 GBM #3,20241112T00:00:00Z                 11/12/2024 12:00 AM,Price Center - Eleanor Roosevelt College Room,$300.00,,20241014T19:54:25Z                     10/14/2024 7:54:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22590,Saltman Quarterly,SQ Fall Insider Launch Party + GBM #1,20241114T00:00:00Z                 11/14/2024 12:00 AM,Price Center Ballroom East,$688.37,,20241002T22:24:00Z                     10/2/2024 10:24:00 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22591,Muse Dance Company,Muse Dance Company Fall Showcase Dress Rehearsal,20241202T00:00:00Z                 12/02/2024 12:00 AM,Price Center Ballroom East,$340.00,,20241003T12:56:57Z                     10/3/2024 12:56:57 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22592,Muse Dance Company,Muse Dance Company Fall Showcase,20241204T00:00:00Z                 12/04/2024 12:00 AM,Price Center Ballroom East,$240.00,,20241003T13:15:59Z                     10/3/2024 1:15:59 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22593,Biological Sciences Student Association,BSSA Mentor-Mentee Reveal,20241121T00:00:00Z                 11/21/2024 12:00 AM,Price Center West Ballroom A,$600.00,,20241014T19:55:28Z                     10/14/2024 7:55:28 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22594,Nikkei Student Union,UCLA at UCLA's John Wooden Center,20241109T00:00:00Z                 11/09/2024 12:00 AM,UCLA's John Wooden Center,$700.00,,20241003T23:35:38Z                     10/3/2024 11:35:38 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22595,American Medical Student Association,AMSA Fall GBM #4,20241112T00:00:00Z                 11/12/2024 12:00 AM,Stage Room,$271.53,,20241004T12:22:54Z                     10/4/2024 12:22:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22596,Undergraduate Bioinformatics Club (UBIC),UBIC Olympic Games,20241114T00:00:00Z                 11/14/2024 12:00 AM,Sun God Lawn,$10.57,,20241004T15:26:44Z                     10/4/2024 3:26:44 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22597,Society of Asian Scientists and Engineers at UC San Diego,SASE-giving,20241115T00:00:00Z                 11/15/2024 12:00 AM,Qualcomm Conference Center,$550.00,,20241004T16:16:52Z                     10/4/2024 4:16:52 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22598,Society of Hispanic Students in Law,SOHIL Criminal Law Pannel,20241114T00:00:00Z                 11/14/2024 12:00 AM,RRC room 104,$218.36,,20241004T17:41:45Z                     10/4/2024 5:41:45 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22601,Welcome Home,Welcome Home GBM #2,20241113T00:00:00Z                 11/13/2024 12:00 AM,Bear room,$597.84,,20241004T18:07:38Z                     10/4/2024 6:07:38 PM,Final                                                                                                                                      Details
22604,Indian Student Association,ISA Diwali,20241110T00:00:00Z                 11/10/2024 12:00 AM,Price Center West Ballroom AB,"$2,486.46",,20241014T19:54:01Z                     10/14/2024 7:54:01 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22605,Undergraduate Women in Computing at UC San Diego,Project Teams Meetup 3,20241112T00:00:00Z                 11/12/2024 12:00 AM,ASML Room,$400.00,,20241004T20:42:43Z                     10/4/2024 8:42:43 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22606,Undergraduate Women in Computing at UC San Diego,Jezebel Agnes Yangari,20241126T00:00:00Z                 11/26/2024 12:00 AM,ASML Room,$401.58,,20241004T20:50:11Z                     10/4/2024 8:50:11 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22608,Undergraduate Women in Computing at UC San Diego,Project Teams Meetup 4,20241126T00:00:00Z                 11/26/2024 12:00 AM,ASML Room,$400.00,,20241004T21:13:47Z                     10/4/2024 9:13:47 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22609,Undergraduate Women in Computing at UC San Diego,Mentor/Mentee Reveal,20241112T00:00:00Z                 11/12/2024 12:00 AM,CSE 1202,$307.09,,20241004T21:17:17Z                     10/4/2024 9:17:17 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22610,Bangali Student Association,BSA Study Jam,20241114T00:00:00Z                 11/14/2024 12:00 AM,Bear Room,$197.34,,20241004T22:16:41Z                     10/4/2024 10:16:41 PM,Final                                                                                                                                      Details
22611,Undergraduate Women in Computing at UC San Diego,The Great Gingerbread Bake Off,20241204T00:00:00Z                 12/04/2024 12:00 AM,ASML Room,$281.19,,20241004T21:36:51Z                     10/4/2024 9:36:51 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22612,Undergraduate Women in Computing at UC San Diego,GBM #2: Ethics Panel,20241114T00:00:00Z                 11/14/2024 12:00 AM,Qualcomm Room,$597.90,,20241004T21:48:50Z                     10/4/2024 9:48:50 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22613,Stationery Club,Scrapbooking Making,20241114T00:00:00Z                 11/14/2024 12:00 AM,Marshall College Room,$400.00,,20241004T23:39:57Z                     10/4/2024 11:39:57 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22614,Rubik's Cube Club,Rubik's Cube Club GBM,20241121T00:00:00Z                 11/21/2024 12:00 AM,Student Center: Dolores Huerta / Philip Vera Cruz Meeting Room,$109.14,,20241016T00:22:15Z                     10/16/2024 12:22:15 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22615,Society of Cosmetic Chemists at UC San Diego,SCC FA24: GBM,20241119T00:00:00Z                 11/19/2024 12:00 AM,Price Center Marshall Room,$199.47,,20241023T13:50:11Z                     10/23/2024 1:50:11 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22616,Society of Women Engineers (SWE),SWE Fall GBM #3,20241119T00:00:00Z                 11/19/2024 12:00 AM,Qualcomm Room in Jacobs Hall,$216.58,,20241006T14:08:49Z                     10/6/2024 2:08:49 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22617,Pilipino Undergraduate Society for Health,PUSH Care Package Social,20241119T00:00:00Z                 11/19/2024 12:00 AM,Price Center - Bear Room,$41.42,,20241011T14:22:07Z                     10/11/2024 2:22:07 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22621,Model United Nations at UC San Diego,UC Santa Barbara at UC Santa Barbara,20241121T00:00:00Z                 11/21/2024 12:00 AM,UC Santa Barbara,"$3,000.00",,20241012T20:04:28Z                     10/12/2024 8:04:28 PM,Final                                                                                                                                      Details
22622,Pilipino Undergraduate Society for Health,PUSH GBM #4,20241121T00:00:00Z                 11/21/2024 12:00 AM,Price Center - Marshall Room,$172.40,,20241011T14:24:17Z                     10/11/2024 2:24:17 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22623,Malaysian Student Association,MYSA Boba Study Jam,20241121T00:00:00Z                 11/21/2024 12:00 AM,Price Center Bear Room,$395.72,,20241011T09:46:49Z                     10/11/2024 9:46:49 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22624,ColorStack @ UC San Diego,ColorStack GBM #2,20241122T00:00:00Z                 11/22/2024 12:00 AM,CSE Building Room 4140,$244.27,,20241007T21:28:18Z                     10/7/2024 9:28:18 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22625,Cognitive Science Student Association,CSSA Lab Open House,20241119T00:00:00Z                 11/19/2024 12:00 AM,Price Center Forum,$504.40,,20241014T12:37:48Z                     10/14/2024 12:37:48 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22626,Society of Women Engineers (SWE),Slime Destress Social,20241120T00:00:00Z                 11/20/2024 12:00 AM,Green Table Room in Price,$89.48,,20241009T11:16:14Z                     10/9/2024 11:16:14 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22627,Role Playing Games Club,Miniature Painting Workshop,20241121T00:00:00Z                 11/21/2024 12:00 AM,Warren College room- Price Center,$397.64,,20241009T13:56:09Z                     10/9/2024 1:56:09 PM,Final                                                                                                                                      Details
22628,Muslim Student Association,GBM 2,20241121T00:00:00Z                 11/21/2024 12:00 AM,PC Ballroom East,"$1,192.92",,20241009T14:17:40Z                     10/9/2024 2:17:40 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22629,Pre-Medical APAMSA at UC San Diego,APAMSA PATHsgiving,20241121T00:00:00Z                 11/21/2024 12:00 AM,The Forum (Price Center),$282.25,,20241023T13:56:23Z                     10/23/2024 1:56:23 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22630,Triton Software Engineering,TSE FA24 All Hands 2,20241121T00:00:00Z                 11/21/2024 12:00 AM,CSE 1202,$517.09,,20241010T19:59:42Z                     10/10/2024 7:59:42 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22631,Society of Asian Scientists and Engineers at UC San Diego,SASE FALL GBM 3,20241121T00:00:00Z                 11/21/2024 12:00 AM,Qualcomm Conference Center,$550.00,,20241010T19:45:36Z                     10/10/2024 7:45:36 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22632,Student Involvement Leadership Consultant (SILC),Tasting Student Org Fair,20241122T00:00:00Z                 11/22/2024 12:00 AM,Library Walk,"$2,501.55",,20241010T21:30:04Z                     10/10/2024 9:30:04 PM,Final                                                                                                                                      Details
22633,Cheese Club,Paint and Pairings Nite,20241120T00:00:00Z                 11/20/2024 12:00 AM,Price Center Red Shoe Room,$342.70,,20241010T23:40:02Z                     10/10/2024 11:40:02 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22634,Cornerstone Community Consultants at UC San Diego,Cornerstone Networking Night,20241119T00:00:00Z                 11/19/2024 12:00 AM,Wells Fargo Hall 1N108,$426.51,,20241011T09:33:09Z                     10/11/2024 9:33:09 AM,Final                                                                                                                                      Details
22635,Alpha Epsilon Delta Pre-Health Professional Honor Society,AED Fall 2024 GBM 4,20241120T00:00:00Z                 11/20/2024 12:00 AM,Price Center Theatre,$773.91,,20241011T15:26:41Z                     10/11/2024 3:26:41 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22641,NanoEngineering and Technology Society,NETS x LLNL Ethics in Engineering Workshop,20241118T00:00:00Z                 11/18/2024 12:00 AM,"Structural and Materials Engineering Building, Room 348",$171.86,,20241011T17:37:31Z                     10/11/2024 5:37:31 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22645,Health and Anti-Recidivism Project (HAARP),Product Packing Event,20241123T00:00:00Z                 11/23/2024 12:00 AM,Warren College Room,$172.97,,20241011T19:23:48Z                     10/11/2024 7:23:48 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22646,Boardgames and Boba @ UC San Diego,Board Game and Boba Game  Night,20241118T00:00:00Z                 11/18/2024 12:00 AM,Stage Room & Patio,$597.20,,20241011T20:47:37Z                     10/11/2024 8:47:37 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22647,Sleepless Collective,Slumber Party Vol. 5,20241123T00:00:00Z                 11/23/2024 12:00 AM,Molli and Arthur Dance Building Studio 3,$100.00,,20241011T21:46:49Z                     10/11/2024 9:46:49 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22648,Undergraduate Women in Computing at UC San Diego,Jezebel Agnes Yangari,20241120T00:00:00Z                 11/20/2024 12:00 AM,Qualcomm Conference Center (both rooms),$280.00,,20241011T22:02:15Z                     10/11/2024 10:02:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22649,Stationery Club,Shrinky Dinks Workshop,20241118T00:00:00Z                 11/18/2024 12:00 AM,Price Center - Green Table Room,$307.97,,20241022T19:52:41Z                     10/22/2024 7:52:41 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22652,Ahlul-Bayt Student Association,ABSA Social,20241119T00:00:00Z                 11/19/2024 12:00 AM,Warren College Room,$400.00,,20241012T22:00:01Z                     10/12/2024 10:00:01 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22653,Chess Club at UC San Diego,Charlotte Chess Center at Hilton Charlotte University Place,20250102T00:00:00Z                 01/02/2025 12:00 AM,Hilton Charlotte University Place,"$2,611.37",,20241101T18:19:20Z                     11/1/2024 6:19:20 PM,Final                                                                                                                                      Details
22654,Ascension Competitive Dance Team,"MAXT OUT at Pioneer High School, Glendale Ca",20241117T00:00:00Z                 11/17/2024 12:00 AM,"Pioneer High School, Glendale Ca",$940.00,,20241107T16:00:24Z                     11/7/2024 4:00:24 PM,Final                                                                                                                                      Details
22655,NanoEngineering and Technology Society,NETS Coffee Talk,20241121T00:00:00Z                 11/21/2024 12:00 AM,SME 348,$277.13,,20241014T17:53:29Z                     10/14/2024 5:53:29 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22656,Undergraduate Women in Computing at UC San Diego,Tech Dev Workshop 6,20241202T00:00:00Z                 12/02/2024 12:00 AM,Qualcomm Room,$280.00,,20241018T21:09:09Z                     10/18/2024 9:09:09 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
