FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED,
21246,Acamazing,Acamazing Fall Concert,20231129T00:00:00Z                 11/29/2023 12:00 AM,Student Services Center- Multi Purpose Room,$357.50,,20231020T15:43:38Z                     10/20/2023 3:43:38 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21249,Musicians Club @ UC San Diego,Fall Finale II,20231130T00:00:00Z                 11/30/2023 12:00 AM,Price Center West Ballroom,$667.95,,20231020T19:23:06Z                     10/20/2023 7:23:06 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21250,Eta Kappa Nu (HKN),UCSD Tour with Bay Park Elementary School,20231205T00:00:00Z                 12/05/2023 12:00 AM,Sun God Lawn,$258.38,,20231024T20:12:08Z                     10/24/2023 8:12:08 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21251,Pandora Forum at UC San Diego,Winter Solstice Spectacular,20231206T00:00:00Z                 12/06/2023 12:00 AM,Eleanor Roosevelt College Room - Price Center,$300.62,,20231027T17:29:01Z                     10/27/2023 5:29:01 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21252,Undergraduate Bioinformatics Club (UBIC),Bioinformatics Project Workshop,20231207T00:00:00Z                 12/07/2023 12:00 AM,Zweifach Library,$118.75,,20231027T19:13:21Z                     10/27/2023 7:13:21 PM,Final                                                                                                                                      Details
21253,Symphonic Student Association,Chamber Orchestra Reception,20231205T00:00:00Z                 12/05/2023 12:00 AM,Mandeville Auditorium (East Room),$416.17,,20231026T12:24:52Z                     10/26/2023 12:24:52 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21255,Kendo Club at UC San Diego,Shinai Maintenance Workshop and UCSD kendo tournament commencement,20231209T00:00:00Z                 12/09/2023 12:00 AM,Price Center,$99.50,,20231026T14:27:11Z                     10/26/2023 2:27:11 PM,Final                                                                                                                                      Details
21256,Triton Engineering Student Council,SD Hacks,20231208T00:00:00Z                 12/08/2023 12:00 AM,Price Center East Ballroom,"$3,447.51",,20231027T20:15:09Z                     10/27/2023 8:15:09 PM,Final                                                                                                                                      Details
21258,Undergraduate Bioinformatics Club (UBIC),Holiday Card-Making Event,20231204T00:00:00Z                 12/04/2023 12:00 AM,Red Shoe Room,$28.01,,20231027T19:18:38Z                     10/27/2023 7:18:38 PM,Final                                                                                                                                      Details
21261,"Trebles, The",The Trebles Fall Concert,20231207T00:00:00Z                 12/07/2023 12:00 AM,Student Services Center Multi Purpose Room,$120.00,,20231027T18:32:07Z                     10/27/2023 6:32:07 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21262,Pakistani Student Association,Rytha Bhatty,20231206T00:00:00Z                 12/06/2023 12:00 AM,Forum,$600.00,,20231027T21:02:40Z                     10/27/2023 9:02:40 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21263,Cheese Club,Brie-ze Thru Finals!,20231206T00:00:00Z                 12/06/2023 12:00 AM,red shoe room,$197.30,,20231027T21:38:00Z                     10/27/2023 9:38:00 PM,Final                                                                                                                                      Details
21264,American Institute of Chemical Engineers (AIChE),Final Study Jams,20231208T00:00:00Z                 12/08/2023 12:00 AM,SME 448,$97.88,,20231027T23:33:56Z                     10/27/2023 11:33:56 PM,Final                                                                                                                                      Details
21290,Figure Skating @ UC San Diego,"University of Denver at Joy Burns Arena, University of Denver",20240119T00:00:00Z                 01/19/2024 12:00 AM,"Joy Burns Arena, University of Denver","$3,000.00",,20231113T15:34:49Z                     11/13/2023 3:34:49 PM,Final                                                                                                                                      Details
21325,Turkish Undergrad Organization,100th Year Celebration Of The Turkish Republic,20231212T00:00:00Z                 12/12/2023 12:00 AM,Price Center Governance Chambers,$296.31,,20231117T20:38:54Z                     11/17/2023 8:38:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21404,Moot Court at UC San Diego,"Texas Tech University School of Law, Lubbock, TX at Texas Tech University School of Law, Lubbock, TX",20240208T00:00:00Z                 02/08/2024 12:00 AM,"Texas Tech University School of Law, Lubbock, TX","$2,983.00",,20231130T12:39:05Z                     11/30/2023 12:39:05 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21436,Tritones at UC San Diego,UC San Diego at Mandeville Auditorium,20240224T00:00:00Z                 02/24/2024 12:00 AM,Mandeville Auditorium,$325.00,,20231206T16:42:54Z                     12/6/2023 4:42:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21484,Muslim Student Association,Islam Awareness Week Night 3,20240214T00:00:00Z                 02/14/2024 12:00 AM,Multipurpose Room,"$1,996.82",,20231215T21:58:56Z                     12/15/2023 9:58:56 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21518,Sun God Archery at UC San Diego,"USA Archery and Easton Foundations at Easton Archery Center of Excellence, 2800 Olympic Parkway, Chula Vista, California, United States of America, 91915",20240218T00:00:00Z                 02/18/2024 12:00 AM,"Easton Archery Center of Excellence, 2800 Olympic Parkway, Chula Vista, California, United States of America, 91915","$1,440.00",,20231220T21:50:34Z                     12/20/2023 9:50:34 PM,Final                                                                                                                                      Details
21526,Duly Noted,Varsity Vocals at Mandeville Auditorium,20240224T00:00:00Z                 02/24/2024 12:00 AM,Mandeville Auditorium,$325.00,,20240104T23:24:58Z                     1/4/2024 11:24:58 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21559,Model United Nations at UC San Diego,UCLA at Universal City Hilton,20240411T00:00:00Z                 04/11/2024 12:00 AM,Universal City Hilton,"$1,056.78",,20240212T10:03:00Z                     2/12/2024 10:03:00 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
21612,Computer Science and Engineering Society,CSES TSE Social,20240228T00:00:00Z                 02/28/2024 12:00 AM,CSE B225,$347.15,,20240112T23:58:11Z                     1/12/2024 11:58:11 PM,Final                                                                                                                                      Details
