FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED,
19903,Chinese Global Community,CGC New Coming Students 2023 Opening Ceremony,20230929T00:00:00Z                 09/29/2023 12:00 AM,Mandeville Auditorium,,,20230522T12:40:50Z                     5/22/2023 12:40:50 PM,Final                                                                                                                                      Details
19933,American Institute of Chemical Engineers (AIChE),First General Board Meeting (GBM #1),20231018T00:00:00Z                 10/18/2023 12:00 AM,SME 248,$696.71,,20230912T12:36:23Z                     9/12/2023 12:36:23 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19940,Chinese Union,Jietao Xie,20231001T00:00:00Z                 10/01/2023 12:00 AM,East Ballroom,,,20230912T12:32:08Z                     9/12/2023 12:32:08 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19954,American Institute of Chemical Engineers (AIChE),FamilE Welcome Night,20231024T00:00:00Z                 10/24/2023 12:00 AM,SME 248,$149.40,,20230912T12:36:02Z                     9/12/2023 12:36:02 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19963,Sports Medicine Association at UC San Diego,General Body Meeting,20231004T00:00:00Z                 10/04/2023 12:00 AM,Green Table Room,,,20230530T21:53:32Z                     5/30/2023 9:53:32 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19964,Sports Medicine Association at UC San Diego,General Body Meeting,20231018T00:00:00Z                 10/18/2023 12:00 AM,Green Table Room,,,20230530T21:57:19Z                     5/30/2023 9:57:19 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19965,Sports Medicine Association at UC San Diego,General Body Meeting,20231020T00:00:00Z                 10/20/2023 12:00 AM,The Bear Room,,,20230530T22:00:02Z                     5/30/2023 10:00:02 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19992,Delta Sigma Pi,Delta Sigma Pi FA23 Recruitment - Professional Night,20231011T00:00:00Z                 10/11/2023 12:00 AM,Seventh West 15-A & Seventh West 15-B,,,20230601T15:10:30Z                     6/1/2023 3:10:30 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20104,Asian and Pacific Islander Student Alliance (APSA),GBM #3,20231024T00:00:00Z                 10/24/2023 12:00 AM,Price Center: Cross Cultural Center,$478.41,,20230602T21:43:52Z                     6/2/2023 9:43:52 PM,Final                                                                                                                                      Details
20172,Sports Medicine Association at UC San Diego,Sports Medicine Association GBM,20231129T00:00:00Z                 11/29/2023 12:00 AM,Bear Room,$269.38,,20230929T11:04:10Z                     9/29/2023 11:04:10 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20178,Graphite,Graphite Week 6 GBM,20231108T00:00:00Z                 11/08/2023 12:00 AM,NSB Atrium,$337.86,,20230929T18:29:56Z                     9/29/2023 6:29:56 PM,Final                                                                                                                                      Details
20195,Design Co,Mandy Lai,20231113T00:00:00Z                 11/13/2023 12:00 AM,Student Center Stage Room & Patio,$600.00,,20231005T14:43:09Z                     10/5/2023 2:43:09 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20197,Muse Dance Company,Muse Dance Company Fall Showcase Rehearsal,20231127T00:00:00Z                 11/27/2023 12:00 AM,Price Center East Ballroom,,,20231010T21:00:13Z                     10/10/2023 9:00:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20212,Muse Dance Company,Muse Dance Company Fall Showcase,20231129T00:00:00Z                 11/29/2023 12:00 AM,Price Center East Ballroom,$162.50,,20231106T14:21:37Z                     11/6/2023 2:21:37 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21220,Association for Computing Machinery (ACM),Midautumn Project Showcase,20231129T00:00:00Z                 11/29/2023 12:00 AM,Qualcomm Room,$290.93,,20231015T01:37:58Z                     10/15/2023 1:37:58 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
21240,Thai Student Union,Loy Krathong Festival - Krathong making event,20231202T00:00:00Z                 12/02/2023 12:00 AM,Price Center (Bear room and Red shoe room),$355.55,,20231020T02:06:47Z                     10/20/2023 2:06:47 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
21247,SACNAS Chapter at UC San Diego,SACNAS GBM 3: Professional Development,20231127T00:00:00Z                 11/27/2023 12:00 AM,Eleanor Roosevelt College Room- Price Center,,,20231020T17:52:58Z                     10/20/2023 5:52:58 PM,Final                                                                                                                                      Details
21248,Computer Science and Engineering Society,End of Quarter Celebration,20231129T00:00:00Z                 11/29/2023 12:00 AM,Ballroom West,,,20231020T18:52:58Z                     10/20/2023 6:52:58 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
21257,Frequency,Frequency Fall Concert,20231208T00:00:00Z                 12/08/2023 12:00 AM,PC Theatre,$350.00,,20231027T02:31:48Z                     10/27/2023 2:31:48 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
18846,Undergraduate Bioinformatics Club (UBIC),FALL GBM,20231005T00:00:00Z                 10/05/2023 12:00 AM,PFBH 291,$135.70,,20230419T19:58:21Z                     4/19/2023 7:58:21 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19923,Muslim Student Association,Maryam Usman,20230609T00:00:00Z                 06/09/2023 12:00 AM,Warren Student Activity Center,$557.65,,20230510T11:33:44Z                     5/10/2023 11:33:44 AM,Final                                                                                                                                      Details
19927,Oviparous,OVIPAROUS Info Night,20231007T00:00:00Z                 10/07/2023 12:00 AM,Green Table Room,$196.57,,20230522T12:42:05Z                     5/22/2023 12:42:05 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19928,Comfort Tone,ct rehearsal,20231006T00:00:00Z                 10/06/2023 12:00 AM,Red Shoe Room,$59.70,,20230522T12:41:39Z                     5/22/2023 12:41:39 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19929,Saltman Quarterly,SQ Fall Insider Launch Party + Staff Social,20231005T00:00:00Z                 10/05/2023 12:00 AM,Dolores Huerta Room,$481.16,,20230522T12:41:25Z                     5/22/2023 12:41:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19932,Design Co,Intern Panel,20231025T00:00:00Z                 10/25/2023 12:00 AM,"Design and Innovation Building, Room 2008",$376.86,,20230912T12:33:00Z                     9/12/2023 12:33:00 PM,Final                                                                                                                                      Details
19934,NanoEngineering and Technology Society,NETS Project Recuitment Session,20231016T00:00:00Z                 10/16/2023 12:00 AM,"ASML Confernece Center, SME 248",$249.98,,20230912T12:36:39Z                     9/12/2023 12:36:39 PM,Final                                                                                                                                      Details
19937,Keyboard Club at UC San Diego,Nightmare Before Keyboards Meet,20231015T00:00:00Z                 10/15/2023 12:00 AM,Price Center West - Ballroom AB,"$2,423.88",,20230920T21:22:52Z                     9/20/2023 9:22:52 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19938,Keyboard Club at UC San Diego,Fall Keyboard Club GBM,20231002T00:00:00Z                 10/02/2023 12:00 AM,The Forum,$295.00,,20230531T15:20:41Z                     5/31/2023 3:20:41 PM,Final                                                                                                                                      Details
19939,Chinese Union,Jietao Xie,20230930T00:00:00Z                 09/30/2023 12:00 AM,East Ballroom,$612.50,,20230912T12:31:33Z                     9/12/2023 12:31:33 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19941,Design Co,Paint Night,20231011T00:00:00Z                 10/11/2023 12:00 AM,"Design and Innovation Building, Room 2008",$383.00,,20230531T15:21:54Z                     5/31/2023 3:21:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19943,Undergraduate History Network,UHN Fall Quarter 2023 GBM,20231012T00:00:00Z                 10/12/2023 12:00 AM,PC West Green Table Room,$160.88,,20230531T13:09:33Z                     5/31/2023 1:09:33 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19944,Triton Software Engineering,TSE FA23 All Hands 1,20231020T00:00:00Z                 10/20/2023 12:00 AM,Price Center West - Eleanor Roosevelt College Room,$899.93,,20230526T11:15:14Z                     5/26/2023 11:15:14 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
19946,Care2Share at UC San Diego,Care2Share GBM1: Getting to know us,20231012T00:00:00Z                 10/12/2023 12:00 AM,Red Shoe Room,$420.14,,20230531T15:22:39Z                     5/31/2023 3:22:39 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19948,Phi Sigma Pi,PSP Scholarship Rush Event,20231011T00:00:00Z                 10/11/2023 12:00 AM,PC West - Bear Room,$71.31,,20230531T15:22:19Z                     5/31/2023 3:22:19 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19949,Phi Sigma Pi,PSP Coffee Chats Rush Event,20231013T00:00:00Z                 10/13/2023 12:00 AM,SSC - Conference Room 300,$48.46,,20230912T12:37:34Z                     9/12/2023 12:37:34 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19951,Phi Sigma Pi,PSP Info Rush Event,20231010T00:00:00Z                 10/10/2023 12:00 AM,PC West - Bear Room,$39.80,,20230531T15:21:34Z                     5/31/2023 3:21:34 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19953,Phi Sigma Pi,PSP Mario Kart Rush Event,20231009T00:00:00Z                 10/09/2023 12:00 AM,PC West - Red Shoe Room,$161.28,,20230531T15:21:20Z                     5/31/2023 3:21:20 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19955,Ahlul-Bayt Student Association,ABSA Fall GBM,20231018T00:00:00Z                 10/18/2023 12:00 AM,Price Center West - Eleanor Roosevelt College Room,$496.23,,20230528T19:20:59Z                     5/28/2023 7:20:59 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19956,"Brain Exercise Initiative, The",Fall 2023 GBM,20231011T00:00:00Z                 10/11/2023 12:00 AM,PC West Green Table Room,$172.84,,20230529T09:25:06Z                     5/29/2023 9:25:06 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
19957,"Brain Exercise Initiative, The",BEI Fall 2023 Social,20231019T00:00:00Z                 10/19/2023 12:00 AM,PC West Red Shoe Room,$172.84,,20230529T09:35:44Z                     5/29/2023 9:35:44 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
19958,Mixed Student Union,The Mixed Student Union GBM#1,20231004T00:00:00Z                 10/04/2023 12:00 AM,Cross-Cultural Center-Art Space,$326.29,,20230601T16:10:16Z                     6/1/2023 4:10:16 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19959,Mixed Student Union,Edusession #1,20231025T00:00:00Z                 10/25/2023 12:00 AM,Cross-Cultural Center-Art Space,$32.48,,20230601T16:12:53Z                     6/1/2023 4:12:53 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19960,NanoEngineering and Technology Society,NETS Fall GBM,20231012T00:00:00Z                 10/12/2023 12:00 AM,SME 248 (ASML Conference Room),$441.78,,20230530T14:01:40Z                     5/30/2023 2:01:40 PM,Final                                                                                                                                      Details
19961,NanoEngineering and Technology Society,NETS Fall Welcome Event,20231020T00:00:00Z                 10/20/2023 12:00 AM,SME 248 (ASML Conference Center),$498.85,,20230531T23:41:44Z                     5/31/2023 11:41:44 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19962,M.E.M.O. at UC San Diego,Fall GBM One,20231010T00:00:00Z                 10/10/2023 12:00 AM,Student Services Center - Multi Purpose Room,$678.62,,20230530T17:46:14Z                     5/30/2023 5:46:14 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19966,Care2Share at UC San Diego,Care2Share Pizza Social,20231018T00:00:00Z                 10/18/2023 12:00 AM,red shoe room,$219.57,,20230602T17:34:15Z                     6/2/2023 5:34:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19967,Delta Sigma Pi,Delta Sigma Pi FA23 Recruitment - Brotherhood Night,20231012T00:00:00Z                 10/12/2023 12:00 AM,Great Hall,$950.00,,20230531T11:24:06Z                     5/31/2023 11:24:06 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
19969,Delta Sigma Pi,Delta Sigma Pi FA23 Recruitment - Information Night,20231009T00:00:00Z                 10/09/2023 12:00 AM,SSC Multi Room,$120.00,,20230531T11:59:28Z                     5/31/2023 11:59:28 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
19970,Pre-Medical APAMSA at UC San Diego,GBM #1: What I Wish I Knew,20231011T00:00:00Z                 10/11/2023 12:00 AM,PC West Red Shoe Room,$468.71,,20230531T19:07:43Z                     5/31/2023 7:07:43 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19971,Project RISHI,Project RISHI Information & Awareness Night 1,20231010T00:00:00Z                 10/10/2023 12:00 AM,Price Center West - Thurgood Marshall College Room,$452.55,,20230531T15:53:38Z                     5/31/2023 3:53:38 PM,Final                                                                                                                                      Details
19972,Project RISHI,Project RISHI Information & Awareness Night 2,20231015T00:00:00Z                 10/15/2023 12:00 AM,Forum Meeting Room,$452.55,,20230531T15:55:55Z                     5/31/2023 3:55:55 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19973,Pre-Medical APAMSA at UC San Diego,GBM #2: Getting Into Research,20231102T00:00:00Z                 11/02/2023 12:00 AM,Price Center West - Bear Room,$500.00,,20230602T13:00:29Z                     6/2/2023 1:00:29 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19974,NanoEngineering and Technology Society,NETS - Engineering Networking Picnic,20231014T00:00:00Z                 10/14/2023 12:00 AM,Sun God Lawn,$106.72,,20230531T20:04:47Z                     5/31/2023 8:04:47 PM,Final                                                                                                                                      Details
19975,Club Golf at UC San Diego,Fall Quarter 2023 GBM,20231005T00:00:00Z                 10/05/2023 12:00 AM,Red Shoe Room,$66.00,,20230601T21:36:26Z                     6/1/2023 9:36:26 PM,Final                                                                                                                                      Details
19976,NanoEngineering and Technology Society,NETS Big/Little Reveal,20231102T00:00:00Z                 11/02/2023 12:00 AM,The Forum @ Price Center East,$464.00,,20230531T21:12:54Z                     5/31/2023 9:12:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19977,Society of Asian Scientists and Engineers at UC San Diego,SASE FALL GBM 1,20231019T00:00:00Z                 10/19/2023 12:00 AM,Qualcomm Conference Center,$843.68,,20230531T21:27:00Z                     5/31/2023 9:27:00 PM,Final                                                                                                                                      Details
19978,Society of Asian Scientists and Engineers at UC San Diego,SASE FALL GBM 2,20231102T00:00:00Z                 11/02/2023 12:00 AM,Qualcomm Conference Center,$843.68,,20230531T21:33:37Z                     5/31/2023 9:33:37 PM,Final                                                                                                                                      Details
19979,Society of Asian Scientists and Engineers at UC San Diego,SASE Information Session,20231004T00:00:00Z                 10/04/2023 12:00 AM,Structural and Materials Engineering Building (ASML),$843.68,,20230531T21:45:03Z                     5/31/2023 9:45:03 PM,Final                                                                                                                                      Details
19982,Triton Engineering Student Council,Engineers on the Green Fall 2023,20231003T00:00:00Z                 10/03/2023 12:00 AM,Warren Mall,"$2,456.05",,20230912T12:33:50Z                     9/12/2023 12:33:50 PM,Final                                                                                                                                      Details
19983,Society of Women Engineers (SWE),General Body Meeting,20231017T00:00:00Z                 10/17/2023 12:00 AM,Qualcomm room,$893.00,,20230601T10:23:17Z                     6/1/2023 10:23:17 AM,Final                                                                                                                                      Details
19986,Pre-Medical APAMSA at UC San Diego,Game Night Social,20231019T00:00:00Z                 10/19/2023 12:00 AM,PC West Bear Room,$192.92,,20230602T15:36:45Z                     6/2/2023 3:36:45 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19987,Muslim Student Association,New Student Mixer,20230926T00:00:00Z                 09/26/2023 12:00 AM,Dolores Huerta-Vera Cruz,$899.98,,20230912T10:30:22Z                     9/12/2023 10:30:22 AM,Final                                                                                                                                      Details
19988,Biological Sciences Student Association,Emily Lippman,20231018T00:00:00Z                 10/18/2023 12:00 AM,Bonner hall 2130,$128.88,,20230601T13:58:53Z                     6/1/2023 1:58:53 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19990,Delta Sigma Pi,Delta Sigma Pi FA23 Recruitment - Flyering,20231005T00:00:00Z                 10/05/2023 12:00 AM,Library Walk Space 1974,$199.18,,20230601T14:55:53Z                     6/1/2023 2:55:53 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19991,Delta Sigma Pi,Delta Sigma Pi FA23 Recruitment - Flyering,20231006T00:00:00Z                 10/06/2023 12:00 AM,Library Walk Space 1974,$199.18,,20230601T15:00:38Z                     6/1/2023 3:00:38 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19993,Association for Computing Machinery (ACM),Resume Review,20231004T00:00:00Z                 10/04/2023 12:00 AM,Henry Booker Room,$872.78,,20230601T15:39:37Z                     6/1/2023 3:39:37 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19994,Association for Computing Machinery (ACM),Mastering Dimensions: An Introduction to Numbers with Numpy,20231011T00:00:00Z                 10/11/2023 12:00 AM,Henry Booker Room,$499.96,,20230601T15:43:42Z                     6/1/2023 3:43:42 PM,Final                                                                                                                                      Details
19995,Association for Computing Machinery (ACM),Career Fair 101,20231013T00:00:00Z                 10/13/2023 12:00 AM,Qualcomm Room,$499.96,,20230601T15:48:29Z                     6/1/2023 3:48:29 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19996,Association for Computing Machinery (ACM),Fall Projects Kickoff 2023,20231016T00:00:00Z                 10/16/2023 12:00 AM,Qualcomm Room,$463.33,,20230601T15:53:08Z                     6/1/2023 3:53:08 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19997,Association for Computing Machinery (ACM),Hackathon Hacks: Tips and Tricks,20231017T00:00:00Z                 10/17/2023 12:00 AM,Qualcomm Room,$499.96,,20230601T15:55:31Z                     6/1/2023 3:55:31 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19998,Association for Computing Machinery (ACM),ACM Fall Kickoff,20231002T00:00:00Z                 10/02/2023 12:00 AM,PC West Ballroom,"$5,879.19",,20230912T12:32:34Z                     9/12/2023 12:32:34 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
19999,Association for Computing Machinery (ACM),Hack School 2,20231018T00:00:00Z                 10/18/2023 12:00 AM,Henry Booker Room,$872.78,,20230601T16:12:33Z                     6/1/2023 4:12:33 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20000,Association for Computing Machinery (ACM),Flex Workshop 1,20231026T00:00:00Z                 10/26/2023 12:00 AM,Qualcomm Room,$499.96,,20230601T16:16:49Z                     6/1/2023 4:16:49 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20001,Association for Computing Machinery (ACM),FLEX Workshop 2,20231030T00:00:00Z                 10/30/2023 12:00 AM,Qualcomm Room,$499.96,,20230601T16:22:26Z                     6/1/2023 4:22:26 PM,Final                                                                                                                                      Details
20002,Association for Computing Machinery (ACM),Hack School #3,20231101T00:00:00Z                 11/01/2023 12:00 AM,Henry Booker Room,$899.93,,20230601T16:24:47Z                     6/1/2023 4:24:47 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20004,Multicultural Greek Council,Kyla Leilani Ortega,20231003T00:00:00Z                 10/03/2023 12:00 AM,PC West Ballroom AB,"$2,665.80",,20230912T12:34:01Z                     9/12/2023 12:34:01 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20005,SangamSD,SangamSD Fall GBM,20231019T00:00:00Z                 10/19/2023 12:00 AM,PC East Ballroom,"$1,978.98",,20230601T19:03:29Z                     6/1/2023 7:03:29 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20006,Society of Asian Scientists and Engineers at UC San Diego,Mentor-Mentee Mixer,20231024T00:00:00Z                 10/24/2023 12:00 AM,Qualcomm Conference Room,$480.43,,20230601T21:11:14Z                     6/1/2023 9:11:14 PM,Final                                                                                                                                      Details
20007,Society of Asian Scientists and Engineers at UC San Diego,LinkedIn Workshop,20231017T00:00:00Z                 10/17/2023 12:00 AM,Red Shoe Room,$480.03,,20230601T21:15:44Z                     6/1/2023 9:15:44 PM,Final                                                                                                                                      Details
20008,SangamSD,SangamSD Garba,20231029T00:00:00Z                 10/29/2023 12:00 AM,PC West Ballroom B,"$3,109.95",,20230601T21:59:25Z                     6/1/2023 9:59:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20014,Biomedical Engineering Society (BMES),2023-2024 BMES Mentorship Reveal,20231028T00:00:00Z                 10/28/2023 12:00 AM,PC Red Shoe Room,$499.96,,20230602T12:55:52Z                     6/2/2023 12:55:52 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20015,Eta Kappa Nu (HKN),Learn about HKN Outreach,20231006T00:00:00Z                 10/06/2023 12:00 AM,Henry Booker Room,$413.76,,20230602T09:33:39Z                     6/2/2023 9:33:39 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20016,Biomedical Engineering Society (BMES),BMES Mentor/Mentee Mixer,20231013T00:00:00Z                 10/13/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$230.75,,20230602T09:38:12Z                     6/2/2023 9:38:12 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20017,Eta Kappa Nu (HKN),HKN Branch Out,20231010T00:00:00Z                 10/10/2023 12:00 AM,Henry Booker Room,$423.20,,20230602T09:38:37Z                     6/2/2023 9:38:37 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20018,Eta Kappa Nu (HKN),HKN Health Sensors Workshop,20231013T00:00:00Z                 10/13/2023 12:00 AM,Qualcomm Conference Center,$339.41,,20230602T11:26:58Z                     6/2/2023 11:26:58 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20020,Eta Kappa Nu (HKN),HKN Scavenger Hunt,20231017T00:00:00Z                 10/17/2023 12:00 AM,Matthews Quad,$0.00,,20230602T10:16:02Z                     6/2/2023 10:16:02 AM,Final                                                                                                                                      Details
20021,Eta Kappa Nu (HKN),HKN NBA Data Science,20231018T00:00:00Z                 10/18/2023 12:00 AM,"Jacobs Hall, Room 2315",$488.54,,20230602T10:19:11Z                     6/2/2023 10:19:11 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20022,Eta Kappa Nu (HKN),HKN Projects Kickoff,20231019T00:00:00Z                 10/19/2023 12:00 AM,"Price Center, Forum Room",$0.00,,20230602T10:26:11Z                     6/2/2023 10:26:11 AM,Final                                                                                                                                      Details
20023,Eta Kappa Nu (HKN),HKN Trivia Night,20231020T00:00:00Z                 10/20/2023 12:00 AM,Henry Booker Room,$275.26,,20230602T10:29:12Z                     6/2/2023 10:29:12 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20024,Eta Kappa Nu (HKN),HKN Induction Info Session 2,20231024T00:00:00Z                 10/24/2023 12:00 AM,"Price Center, Thurgood Marshall Room",$437.47,,20230602T10:37:48Z                     6/2/2023 10:37:48 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20026,Eta Kappa Nu (HKN),HKN Ins and Outs of Internship Applications,20231025T00:00:00Z                 10/25/2023 12:00 AM,"Jacobs Hall, Room 2315",$343.44,,20230602T22:58:13Z                     6/2/2023 10:58:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20027,Eta Kappa Nu (HKN),HKN CAD Workshop,20231026T00:00:00Z                 10/26/2023 12:00 AM,"Jacobs Hall, Henry Booker Room",$344.80,,20230602T23:08:54Z                     6/2/2023 11:08:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20028,Eta Kappa Nu (HKN),HKN Intro to SQL,20231027T00:00:00Z                 10/27/2023 12:00 AM,ASML Conference Room,$499.96,,20230602T11:05:28Z                     6/2/2023 11:05:28 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
20029,Eta Kappa Nu (HKN),HKN Systems Design Workshop,20231030T00:00:00Z                 10/30/2023 12:00 AM,"Jacobs Hall, Qualcomm Conference Room (both)",$0.00,,20230602T23:14:32Z                     6/2/2023 11:14:32 PM,Final                                                                                                                                      Details
20031,Eta Kappa Nu (HKN),HKN Career Fair Prep,20231101T00:00:00Z                 11/01/2023 12:00 AM,"Jacobs Hall, Classroom 2315",$343.44,,20230602T23:20:03Z                     6/2/2023 11:20:03 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20032,Institute of Electrical and Electronics Engineers (IEEE),IEEE Day '23,20231004T00:00:00Z                 10/04/2023 12:00 AM,Warren Mall,$416.56,,20230602T11:38:00Z                     6/2/2023 11:38:00 AM,Final                                                                                                                                      Details
20033,Eta Kappa Nu (HKN),HKN Web Dev Workshop,20231023T00:00:00Z                 10/23/2023 12:00 AM,CSE Building Classroom 4140,$0.00,,20230602T23:22:49Z                     6/2/2023 11:22:49 PM,Final                                                                                                                                      Details
20035,Institute of Electrical and Electronics Engineers (IEEE),Professional Headshots Event,20231023T00:00:00Z                 10/23/2023 12:00 AM,Warren Bear Courtyard,$212.22,,20230602T11:47:09Z                     6/2/2023 11:47:09 AM,Final                                                                                                                                      Details
20036,Institute of Electrical and Electronics Engineers (IEEE),QP Kickoff Fall '23,20231014T00:00:00Z                 10/14/2023 12:00 AM,Qualcomm Conference Center,$624.95,,20230602T11:56:26Z                     6/2/2023 11:56:26 AM,Final                                                                                                                                      Details
20037,Data Science Student Society,DS3 Fall Kickoff,20231011T00:00:00Z                 10/11/2023 12:00 AM,Price Center West Ballroom B,"$2,821.97",,20230602T12:13:16Z                     6/2/2023 12:13:16 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20038,Institute of Electrical and Electronics Engineers (IEEE),Fall '23 QP Workathon 1,20231028T00:00:00Z                 10/28/2023 12:00 AM,Qualcomm Conference Center,$562.67,,20230602T12:01:23Z                     6/2/2023 12:01:23 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20039,Video Game Development Club (VGDC) at UC San Diego,VGDC Tritonware kickoff,20231007T00:00:00Z                 10/07/2023 12:00 AM,Green Table Room,$75.43,,20230602T12:01:51Z                     6/2/2023 12:01:51 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20040,Video Game Development Club (VGDC) at UC San Diego,Fall GBM,20230930T00:00:00Z                 09/30/2023 12:00 AM,CSE 1202,$128.96,,20230602T12:07:44Z                     6/2/2023 12:07:44 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20041,Biomedical Engineering Society (BMES),Lab Expo First Committee Meeting,20231004T00:00:00Z                 10/04/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$242.44,,20230602T12:20:18Z                     6/2/2023 12:20:18 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20043,Biological Sciences Student Association,Karina Gunn,20231019T00:00:00Z                 10/19/2023 12:00 AM,PC West Ballroom A,$313.32,,20230602T12:28:22Z                     6/2/2023 12:28:22 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20044,Data Science Student Society,DS3: Talking to Recruiters,20231011T00:00:00Z                 10/11/2023 12:00 AM,Red Shoe Room (PC),$468.71,,20230602T12:29:02Z                     6/2/2023 12:29:02 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20045,Biomedical Engineering Society (BMES),Translational Medicine Day First Committee Meeting,20231002T00:00:00Z                 10/02/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$249.98,,20230912T12:32:45Z                     9/12/2023 12:32:45 PM,Final                                                                                                                                      Details
20046,Biomedical Engineering Society (BMES),First Outreach Committee Meeting,20231002T00:00:00Z                 10/02/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$242.44,,20230912T12:33:12Z                     9/12/2023 12:33:12 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20047,Biomedical Engineering Society (BMES),Bioengineering Day First Committee Meeting,20231002T00:00:00Z                 10/02/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$242.44,,20230912T12:33:26Z                     9/12/2023 12:33:26 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
20048,Biomedical Engineering Society (BMES),First Project Team Committee Meeting,20231003T00:00:00Z                 10/03/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$242.44,,20230912T12:35:13Z                     9/12/2023 12:35:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
