ORG_ID,FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED
AMATEUR_RADIO_CLUB_AT_UC_SAN_D_01,21703,Amateur Radio Club at UC San Diego (KK6UC),"Satellites, Space and Radios Workshop",04/01/2024 12:00 AM,Price Center - Revelle College Room,$100.00,,1/29/2024 4:12:02 PM
STU_SUPPORT_SERVICES_CLUB_SSSC_01,21708,Student Support Services Club (SSSC or SSS Club),31st Cultural Celebration & Awards Ceremony,05/16/2024 12:00 AM,Price Center West Ballroom AB,$600.00,,3/5/2024 12:55:20 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21715,American Institute of Chemical Engineers (AIChE),Speed Dating x Mock Interview Workshop,04/03/2024 12:00 AM,SME 248,$342.42,,2/2/2024 11:33:00 PM
AHLULBAYT_STU_ASSOC_01,21724,Ahlul-Bayt Student Association,Ramadan iftar 1,04/04/2024 12:00 AM,Matthews Quad,"$1,981.19",,2/5/2024 11:00:58 AM
PILIPINO_UNDERGRADUATE_SOCIETY_01,21725,Pilipino Undergraduate Society for Health,PUSH Health Summit 2024,04/20/2024 12:00 AM,Price Center - Forum,$320.00,,3/7/2024 9:50:51 PM
BIOMEDICAL_ENG_SOCIETY_BMES_01,21726,Biomedical Engineering Society (BMES),Bioengineering Experience Conference,04/11/2024 12:00 AM,Price Center Forum,$141.77,,2/5/2024 8:58:11 PM
ETA_KAPPA_NU_HKN_01,21729,Eta Kappa Nu (HKN),Meet with Qualcomm,04/04/2024 12:00 AM,Qualcomm Conference Room,$465.00,,2/9/2024 7:16:53 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21730,American Institute of Chemical Engineers (AIChE),Spring Projects Showcase,04/09/2024 12:00 AM,SME 248,$365.27,,2/9/2024 5:02:47 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21731,American Institute of Chemical Engineers (AIChE),Spelling Bee Social,04/11/2024 12:00 AM,Dirty Birds Patio and Stage,$355.58,,2/9/2024 5:27:28 PM
ETA_KAPPA_NU_HKN_01,21732,Eta Kappa Nu (HKN),SP24 Easter Art Social,04/01/2024 12:00 AM,ASML Conference Room,$20.99,,2/9/2024 9:52:30 PM
AMERICAN_MEDICAL_STU_ASSOC_01,21735,American Medical Student Association,Renee Long,04/09/2024 12:00 AM,Price Center - Theater,$587.45,,2/10/2024 1:27:07 PM
PREMEDICAL_APAMSA_AT_UC_SAN_DI_01,21736,Pre-Medical APAMSA at UC San Diego,Jake Tho Tran,04/09/2024 12:00 AM,Red Shoe Room,$350.01,,2/15/2024 2:54:09 PM
AHLULBAYT_STU_ASSOC_01,21737,Ahlul-Bayt Student Association,Eid Al Fitr,04/11/2024 12:00 AM,Dolores Huerta - Philip Vera Cruz Room,$600.00,,2/13/2024 5:18:35 PM
AHLULBAYT_STU_ASSOC_01,21738,Ahlul-Bayt Student Association,Ramadan iftar 2,04/02/2024 12:00 AM,Forum,$598.26,,2/13/2024 5:24:23 PM
BRAIN_EXERCISE_INITIATIVE_THE_01,21740,"Brain Exercise Initiative, The",BEI 2024 Spring Quarter GBM,04/10/2024 12:00 AM,PC West Green Table Room,$148.62,,2/14/2024 8:37:37 AM
BRAIN_EXERCISE_INITIATIVE_THE_01,21741,"Brain Exercise Initiative, The",BEI 2024 Spring Quarter Social,04/18/2024 12:00 AM,PC West Green Table Room,$100.00,,2/14/2024 8:40:56 AM
UNICEF_CLUB_UC_SAN_DIEGO_01,21742,UNICEF Club @ UC San Diego,UNICEF Club Meeting,04/10/2024 12:00 AM,Price Center West- Marshall College Room,$599.63,,2/14/2024 4:34:12 PM
TRITON_ACTUARIAL_SOCIETY_01,21743,Triton Actuarial Society,Spring Quarter GBM,04/01/2024 12:00 AM,APM 6402,$55.00,,2/14/2024 9:16:12 PM
ETA_KAPPA_NU_HKN_01,21745,Eta Kappa Nu (HKN),Arduino RFID Workshop SP24,04/08/2024 12:00 AM,Henry Booker Room,$209.30,,2/15/2024 8:23:04 AM
ETA_KAPPA_NU_HKN_01,21746,Eta Kappa Nu (HKN),3D generative modelling,04/09/2024 12:00 AM,CSE 4140,$185.09,,2/15/2024 8:26:50 AM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21747,Association for Computing Machinery (ACM),Resume Review,04/02/2024 12:00 AM,Qualcomm Room,$599.95,,2/15/2024 2:29:44 PM
WOMEN_IN_BUSINESS_01,21748,Women in Business,Spring Recruitment Marketing Supplies,04/01/2024 12:00 AM,Rady School of Management,$102.14,,2/17/2024 9:00:35 PM
MUSLIM_STU_ASSOC_01,21749,Muslim Student Association,Ramadan Iftar,04/02/2024 12:00 AM,"Dolores Huerta, Student Center","$1,017.55",,2/15/2024 8:54:53 PM
TRITON_SOFTWARE_ENG_01,21750,Triton Software Engineering,TSE SP24 All Hands 1,04/18/2024 12:00 AM,Dolores Huerta - Philip Vera Cruz Room,$427.58,,2/16/2024 1:49:59 PM
MUSLIM_STU_ASSOC_01,21751,Muslim Student Association,Ramadan Iftar,04/01/2024 12:00 AM,Matthews Quad,"$1,017.55",,2/16/2024 2:58:50 PM
DELTA_GAMMA_01,21752,Delta Gamma,Delta Gamma Anchor Splash 2024,04/06/2024 12:00 AM,Canyonview Pool,"$3,394.29",,2/16/2024 7:27:10 PM
VIDEO_GAME_DEVELOPMENT_CLUB_VG_01,21754,Video Game Development Club (VGDC) at UC San Diego,Spring GBM,04/09/2024 12:00 AM,CSE 1202,$479.49,,2/16/2024 9:22:05 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21755,American Institute of Chemical Engineers (AIChE),Spring General Board Meeting,04/17/2024 12:00 AM,SME 248,$450.40,,2/16/2024 10:24:26 PM
ECOLOGY_BEHAVIOR_AND_EVOLUTION_01,21756,"Ecology, Behavior and Evolution Club at UC San Diego",EBE Community Mixer,05/02/2024 12:00 AM,Price Center Forum,$599.63,,2/18/2024 6:25:26 PM
BIOMEDICAL_ENG_SOCIETY_BMES_01,21760,Biomedical Engineering Society (BMES),Spring Quarter GBM #1,04/09/2024 12:00 AM,Fung Auditorium,$600.00,,2/23/2024 9:58:18 PM
VIETNAMESE_STU_ASSOC_01,21762,Vietnamese Student Association,Vietnamese Culture Night,04/20/2024 12:00 AM,Mandeville Center,"$4,500.00",,2/22/2024 11:11:56 AM
ETA_KAPPA_NU_HKN_01,21763,Eta Kappa Nu (HKN),Army and Navy Academy On-Campus Tour,04/11/2024 12:00 AM,Warren Mall,$260.52,,2/22/2024 10:00:50 AM
UNDERGRADUATE_MDPHD_SOCIETY_UM_01,21766,Undergraduate MD-PhD Society (UMPS) at UC San Diego,UMPS,04/04/2024 12:00 AM,Elenor Roosevelt Collage Room,$348.00,,2/22/2024 1:05:42 PM
ALPHA_EPSILON_DELTA_PREHEALTH__01,21767,Alpha Epsilon Delta Pre-Health Professional Honor Society,AED Spring 24 GBM 1,04/17/2024 12:00 AM,Price Center West - Theater,$600.00,,2/22/2024 5:11:45 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,21768,NanoEngineering and Technology Society,NETS Spring Quarter GBM,04/02/2024 12:00 AM,SME 248,$399.97,,2/22/2024 5:35:56 PM
MULTICULTURAL_GREEK_COUNCIL_01,21769,Multicultural Greek Council,MGC Spring Informational Night 2024,04/03/2024 12:00 AM,Multi-Purpose Room in the Student Services Center,"$1,149.39",,2/22/2024 5:47:49 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_01,21771,Institute of Electrical and Electronics Engineers,Spring GBM 24',04/09/2024 12:00 AM,Qualcomm Conference Center,$592.84,,2/22/2024 8:33:44 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,21772,NanoEngineering and Technology Society,NETS Spring GBM,04/02/2024 12:00 AM,SME 248,$299.98,,2/22/2024 8:36:37 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21775,Institute of Electrical and Electronics Engineers (IEEE),IEEE and SASE Technical Event,04/04/2024 12:00 AM,Henry Booker Room,$320.02,,2/23/2024 11:05:33 PM
ETA_KAPPA_NU_HKN_01,21776,Eta Kappa Nu (HKN),Sp24 Induction Ceremony,04/21/2024 12:00 AM,Henry Booker Room,$599.25,,2/23/2024 12:00:46 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21777,Undergraduate Women in Computing at UC San Diego,Spring GBM #2: WIC x GradWIC Mixer,05/02/2024 12:00 AM,Qualcomm Room,$599.95,,2/23/2024 1:36:00 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21778,Undergraduate Women in Computing at UC San Diego,Boba and Board Games,04/08/2024 12:00 AM,ASML Room,$121.87,,2/23/2024 1:43:55 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21779,Undergraduate Women in Computing at UC San Diego,Study Jam,04/29/2024 12:00 AM,ASML Room,$268.98,,2/23/2024 1:51:11 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21780,Undergraduate Women in Computing at UC San Diego,Spring GBM #1: WIC Alumni Panel,04/12/2024 12:00 AM,Qualcomm Room,$599.42,,2/23/2024 2:05:43 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21781,Undergraduate Women in Computing at UC San Diego,Project Teams Kickoff,04/08/2024 12:00 AM,ASML Room,$323.91,,2/23/2024 2:22:46 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21782,Undergraduate Women in Computing at UC San Diego,Project Teams Meetup 2,04/22/2024 12:00 AM,ASML Room,$323.91,,2/23/2024 2:34:38 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21783,Undergraduate Women in Computing at UC San Diego,Project Teams Meetup 3,05/06/2024 12:00 AM,ASML Room,$323.91,,4/22/2024 4:46:20 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21784,Undergraduate Women in Computing at UC San Diego,Project Teams Meetup 4,05/20/2024 12:00 AM,Qualcomm Room,$323.91,,2/23/2024 2:45:41 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21785,Undergraduate Women in Computing at UC San Diego,Figma Workshop,04/04/2024 12:00 AM,ASML Room,$150.00,,2/23/2024 2:51:38 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21786,Undergraduate Women in Computing at UC San Diego,WIC Goes Global,04/11/2024 12:00 AM,ASML Room,$100.00,,2/23/2024 2:58:11 PM
STUS_FOR_THE_EXPLORATION_AND_D_01,21787,Students for the Exploration and Development of Space,SEDS Welcome Back SP24,04/05/2024 12:00 AM,Red Shoe Room - PC,$264.87,,2/23/2024 5:00:25 PM
MIXED_STU_UNION_01,21788,Mixed Student Union,Johel Tutak,04/03/2024 12:00 AM,Cross Cultural Center-Art Space,$296.31,,2/23/2024 5:38:12 PM
PROJECT_IN_A_BOX_01,21789,Project in a Box,Spring GBM,04/03/2024 12:00 AM,EnVision,$350.00,,2/23/2024 7:44:02 PM
PRODUCT_SPACE_AT_UC_SAN_DIEGO_01,21791,Product Space at UC San Diego,Product Space Exploratory Event,04/18/2024 12:00 AM,"Design & Innovation Building, 2nd Floor (Room 208)",$366.35,,2/23/2024 10:43:55 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21792,American Institute of Chemical Engineers (AIChE),Alumni Q&A Mixer,04/22/2024 12:00 AM,SME 248,$196.64,,2/23/2024 10:57:33 PM
ETA_KAPPA_NU_HKN_01,21794,Eta Kappa Nu (HKN),Intro to Rocketry Workshop,04/16/2024 12:00 AM,Henry Booker Room,$206.75,,2/23/2024 11:23:48 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21796,Association for Computing Machinery (ACM),ACM General Social,04/05/2024 12:00 AM,asml,"$1,996.39",,2/23/2024 11:32:10 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21797,Association for Computing Machinery (ACM),Hack Placeholder,04/08/2024 12:00 AM,SME ASML Room,$499.96,,2/23/2024 11:33:19 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21798,Association for Computing Machinery (ACM),Board info session,04/03/2024 12:00 AM,qualcomm,$559.22,,2/23/2024 11:33:25 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21799,Association for Computing Machinery (ACM),ACM AI Workshop #1,04/10/2024 12:00 AM,SME ASML Room,$511.81,,2/23/2024 11:37:24 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21800,Association for Computing Machinery (ACM),Winter Projects Showcase,04/11/2024 12:00 AM,asml,$599.95,,2/23/2024 11:37:52 PM
SAUDI_STUS_ASSOC_UC_SAN_DIEGO_01,21802,Saudi Students Association @ UC San Diego,SSA Iftar,04/04/2024 12:00 AM,Price center ballroom east,$597.00,,2/23/2024 11:50:45 PM
GENUP_COLLEGIATE_AT_UC_SAN_DIE_01,21803,GENup Collegiate at UC San Diego,Sexual Violence and Sexual Harassment Prevention Fair,04/09/2024 12:00 AM,Sun God Lawn,"$1,605.59",,2/23/2024 11:52:59 PM
PROJECT_IN_A_BOX_01,21805,Project in a Box,PiB Project Committee Week 2,04/10/2024 12:00 AM,EnVision,$349.11,,2/25/2024 2:40:31 PM
PROJECT_IN_A_BOX_01,21806,Project in a Box,PiB Project Committee Week 3,04/17/2024 12:00 AM,EnVision,$349.11,,2/25/2024 2:41:37 PM
PROJECT_IN_A_BOX_01,21807,Project in a Box,PiB Project Committee Week 4,04/24/2024 12:00 AM,EnVision,$349.11,,2/25/2024 2:42:39 PM
PROJECT_IN_A_BOX_01,21808,Project in a Box,PiB Project Committee Week 5,05/01/2024 12:00 AM,EnVision,$349.11,,2/25/2024 2:43:37 PM
PHI_BETA_LAMBDA_AT_UC_SAN_DIEG_01,21809,Phi Beta Lambda at UC San Diego,Spring Recruitment Marketing Supplies,04/15/2024 12:00 AM,Student Center,$190.00,,2/25/2024 11:53:45 PM
UNDERGRADUATE_BIOINFORMATICS_C_01,21812,Undergraduate Bioinformatics Club (UBIC),Mentor-Mentee Mini Journal Club,04/09/2024 12:00 AM,PFBH Zweifach Library,$225.75,,2/27/2024 11:10:18 AM
UNDERGRADUATE_BIOINFORMATICS_C_01,21813,Undergraduate Bioinformatics Club (UBIC),Build a Bag for Seniors,04/10/2024 12:00 AM,Green Table Room,$201.50,,2/27/2024 11:13:46 AM
ALPHA_LAMBDA_MU_01,21814,Alpha Lambda Mu,ALM Ramadan Iftar,04/08/2024 12:00 AM,The Forum,"$1,165.45",,3/1/2024 3:51:02 PM
BOARDGAMES_AND_BOBA_UC_SAN_DIE_01,21815,Boardgames and Boba @ UC San Diego,Spring Week 2 Game Night,04/07/2024 12:00 AM,Price Center - Ballroom East,$597.20,,2/28/2024 2:37:41 PM
BIOLOGICAL_SCIS_STU_ASSOC_01,21816,Biological Sciences Student Association,Earth Day,04/22/2024 12:00 AM,Bonner Hall 2130/2140,$300.95,,2/28/2024 4:23:49 PM
PHI_DELTA_THETA_01,21817,Phi Delta Theta,Dirty Birds Rush,04/09/2024 12:00 AM,Dirty Birds,$539.98,,2/28/2024 6:25:00 PM
CARE2SHARE_AT_UC_SAN_DIEGO_01,21818,Care2Share at UC San Diego,Care2Share Spring GBM 1,04/10/2024 12:00 AM,Price Center Warren College Room,$324.97,,2/29/2024 11:20:01 AM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21821,Institute of Electrical and Electronics Engineers (IEEE),ECE Day Professional Headshots,04/12/2024 12:00 AM,Warren Mall,$114.20,,2/29/2024 7:05:51 PM
SOCIETY_OF_HISPANIC_STUS_IN_LA_01,21823,Society of Hispanic Students in Law,SOHIL EBOARD MEETING AND. STUDY JAM,04/11/2024 12:00 AM,Raza Centro Space PPCH #104,$349.97,,2/29/2024 7:44:46 PM
PHI_SIGMA_PI_01,21824,Phi Sigma Pi,PSP SP24 Rush Day 1,04/08/2024 12:00 AM,Eleanor Roosevelt College Room,$142.47,,2/29/2024 7:51:58 PM
SANGAMSD_01,21825,SangamSD,Rishi Apex Shah,04/07/2024 12:00 AM,East Lawn,"$1,350.00",,2/29/2024 9:59:15 PM
ALPHA_KAPPA_PSI_01,21827,Alpha Kappa Psi,Alexia Francisco,04/08/2024 12:00 AM,Library Walk,$200.00,,2/29/2024 9:55:07 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21828,Institute of Electrical and Electronics Engineers (IEEE),Hard Hack,04/13/2024 12:00 AM,EBU1-2315 in Jacobs Hall,$574.65,,2/29/2024 11:06:56 PM
ETA_KAPPA_NU_HKN_01,21830,Eta Kappa Nu (HKN),Hard Hack 2024 Day 1 Lunch,04/13/2024 12:00 AM,Qualcomm Conference Center,"$1,961.05",,2/29/2024 11:34:52 PM
ETA_KAPPA_NU_HKN_01,21833,Eta Kappa Nu (HKN),Hard Hack 2024 Day 2 Breakfast,04/14/2024 12:00 AM,JSOE Room 2315,$509.93,,2/29/2024 11:48:26 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,21837,NanoEngineering and Technology Society,Sarine Krikorian,04/08/2024 12:00 AM,Price Center - Marshall College Room,$338.09,,3/1/2024 11:00:19 AM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,21838,NanoEngineering and Technology Society,NETS Spring Welcome Back,04/08/2024 12:00 AM,Price Center - Marshall College Room,$338.09,,3/1/2024 11:07:08 AM
BIOLOGICAL_SCIS_STU_ASSOC_01,21839,Biological Sciences Student Association,BSSA's LinkedIn Workshop,04/08/2024 12:00 AM,Price Center Bear Room,$65.64,,3/1/2024 1:54:08 PM
YONDER_DEEP_01,21840,Yonder Deep,Yonder Deep Board Game Social,04/12/2024 12:00 AM,FAH 1102,$349.11,,3/1/2024 4:06:47 PM
MIXED_STU_UNION_01,21841,Mixed Student Union,Cultural Beverage Night,04/10/2024 12:00 AM,Cross-Cultural Center - Art Space,$155.02,,3/1/2024 11:51:02 PM
TRITON_NEUROTECH_01,21843,Triton NeuroTech,Triton NeuroTech Spring General Body Meeting,04/12/2024 12:00 AM,ECE Classroom 2315,$357.24,,3/1/2024 6:39:12 PM
AMERICAN_MEDICAL_STU_ASSOC_01,21844,American Medical Student Association,Renee Long,04/23/2024 12:00 AM,Price Center - Theater,$587.45,,3/1/2024 6:52:27 PM
TRITON_NEUROTECH_01,21845,Triton NeuroTech,Triton NeuroTech Academy Spring Lession Session 1,04/10/2024 12:00 AM,Henry Booker,$223.32,,3/1/2024 7:12:24 PM
AMERICAN_MEDICAL_STU_ASSOC_01,21846,American Medical Student Association,Renee Long,05/07/2024 12:00 AM,Price Center - Theater,$587.45,,3/1/2024 6:59:08 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21847,Institute of Electrical and Electronics Engineers (IEEE),Server Hack Explanation,04/10/2024 12:00 AM,Henry Booker Room,$71.04,,3/1/2024 7:00:38 PM
ETA_KAPPA_NU_HKN_01,21848,Eta Kappa Nu (HKN),CSE and ECE Mock Interview,04/26/2024 12:00 AM,Qualcomm Conference Room,$121.25,,3/1/2024 10:31:30 PM
ECE_EVENT_COLLABORATION_BOARD_01,21850,ECE Event Collaboration Board,ECE Day Trivia Night,04/12/2024 12:00 AM,"Henry Booker Room, Jacobs Hall, EBU1",$600.00,,3/1/2024 7:12:03 PM
ARMENIAN_STU_ASSOC_01,21852,Armenian Student Association,Yeva Kirakosyan,04/15/2024 12:00 AM,Library Walk,$237.25,,3/1/2024 7:48:07 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21854,American Institute of Chemical Engineers (AIChE),Jewelry Making Social,05/01/2024 12:00 AM,SME 248,$180.59,,3/1/2024 8:42:41 PM
INTERNATIONAL_WOMENS_HEALTH_OR_01,21855,International Women's Health Organization (IWHO),Armenian Bazaar,04/15/2024 12:00 AM,Library Walk 1981,$252.00,,3/1/2024 9:30:28 PM
ENVISIONARIES_UC_SAN_DIEGO_01,21856,Envisionaries @ UC San Diego,Design Kickoff Competition,04/12/2024 12:00 AM,SME 304 and 306,$350.00,,3/1/2024 10:09:56 PM
HINDU_YUVA_01,21857,Hindu YUVA,Hindu New Years (Ugadi),04/17/2024 12:00 AM,Price Center - Ballroom | West B,"$2,000.00",,3/6/2024 8:17:05 PM
PHI_SIGMA_PI_01,21858,Phi Sigma Pi,PSP SP24 Rush Day 2,04/09/2024 12:00 AM,Price Center - Eleanor Roosevelt College Room,$52.93,,3/1/2024 11:01:20 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21859,Association for Computing Machinery (ACM),Lockpicking 101,04/12/2024 12:00 AM,ASML,$350.00,,3/1/2024 11:06:03 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21860,Association for Computing Machinery (ACM),Bit Byte Picnic,04/10/2024 12:00 AM,Sun god lawn,$600.00,,3/1/2024 11:13:56 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21861,Association for Computing Machinery (ACM),Diamondhacks 2024 Workshop #10,04/07/2024 12:00 AM,CSE 1202,$600.00,,3/1/2024 11:31:52 PM
ENVISIONARIES_UC_SAN_DIEGO_01,21868,Envisionaries @ UC San Diego,Spring GBM,04/08/2024 12:00 AM,SME 302,$350.00,,3/1/2024 11:44:30 PM
TRITON_QUANTITATIVE_TRADING_01,21869,Triton Quantitative Trading,Quant Finance Models,04/24/2024 12:00 AM,CSE 1202,$598.01,,3/2/2024 12:41:34 AM
HEALTH_AND_MEDICAL_PROFESSIONS_01,21870,Health and Medical Professions Preparation Program (HMP3),HMP3 Service Fair,04/24/2024 12:00 AM,Dolores-Huerta Vera Cruz Room,$268.49,,3/3/2024 7:08:35 PM
UNICEF_CLUB_UC_SAN_DIEGO_01,21872,UNICEF Club @ UC San Diego,UNICEF Club Picnic Social,04/20/2024 12:00 AM,Sun God Lawn,$599.92,,3/4/2024 11:40:07 PM
PREMEDICAL_APAMSA_AT_UC_SAN_DI_01,21873,Pre-Medical APAMSA at UC San Diego,Exploring Different Health Careers,04/29/2024 12:00 AM,Price Center - Bear Room,$342.87,,3/2/2024 7:45:38 PM
ARTSPARK_01,21874,ArtSpark,Guest Speaker Workshop,05/17/2024 12:00 AM,Bear Room,$220.12,,4/3/2024 6:58:28 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21876,Association for Computing Machinery (ACM),Calvin Nguyen,04/15/2024 12:00 AM,Jacobs Room 2315,$312.48,,3/4/2024 3:47:08 PM
