ORG_ID,FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED
MUSIC_AND_MEMORY_AT_UC_SAN_DIE_01,18873,Music and Memory at UC San Diego,Music and Memory at UCSD GBM #3,06/05/2023 12:00 AM,Price Center West - Earl Warren College Room,$479.49,,5/3/2023 6:39:43 PM
TREBLE_SINGERS_AT_UC_SAN_DIEGO_01,19901,"Treble Singers at UC San Diego, The",Spring Concert,06/05/2023 12:00 AM,PC East Ballroom,$462.50,,5/3/2023 6:39:57 PM
PANDORA_FORUM_AT_UC_SAN_DIEGO_01,19919,Pandora Forum at UC San Diego,Fors Fortuna Festival,06/05/2023 12:00 AM,Sun God Lawn,$230.13,,5/31/2023 3:16:22 PM
RUBIKS_CUBE_CLUB_01,18857,Rubik's Cube Club,Rubik's Cube Club Week 10 GBM,06/06/2023 12:00 AM,Price Center East - Sixth College Meeting Room,$129.17,,5/3/2023 6:43:34 PM
VIDEO_GAME_DEVELOPMENT_CLUB_VG_01,19916,Video Game Development Club (VGDC) at UC San Diego,Summer Sendoff,06/06/2023 12:00 AM,"Red Shoe Room, Price Center West",$147.30,,5/3/2023 6:43:21 PM
AMERICAN_CHEMICAL_SOCIETY_STU__01,17581,American Chemical Society Student Affiliates (ACSSA),ACSSA Week 10 GBM,06/07/2023 12:00 AM,Natural Sciences Building,$896.92,,3/6/2023 2:59:29 PM
PROJECT_IN_A_BOX_01,18832,Project in a Box,Study Jam,06/07/2023 12:00 AM,EnVision,$498.34,,4/24/2023 2:07:17 PM
BRAIN_EXERCISE_INITIATIVE_THE_01,19909,"Brain Exercise Initiative, The",BEI Game Night Spring 2023,06/07/2023 12:00 AM,PC West Earl Warren Room,$146.46,,5/3/2023 6:42:59 PM
ENG_WORLD_HEALTH_01,19920,Engineering World Health,Project Showcase,06/07/2023 12:00 AM,Fung Auditorium,$949.95,,5/19/2023 8:47:00 AM
BANGALI_STU_ASSOC_01,19922,Bangali Student Association,BSA End of Year Dinner,06/07/2023 12:00 AM,Price Center West - Red Shoe Room,$862.00,,5/8/2023 11:56:25 AM
MUSICIANS_CLUB_UC_SAN_DIEGO_01,18683,Musicians Club @ UC San Diego,ICONIC 2023 - Rehearsal,06/08/2023 12:00 AM,Price Center East Ballroom,$937.50,,3/13/2023 2:36:29 PM
MORNING_SIGN_OUT_AT_UC_SAN_DIE_01,18792,Morning Sign Out at UC San Diego,General Body Meeting #3,06/08/2023 12:00 AM,Red Shoe Room,$266.38,,4/12/2023 12:19:37 PM
SALTMAN_QUARTERLY_01,18866,Saltman Quarterly,Saltman Quarterly Spring Banquet,06/08/2023 12:00 AM,Stage Room & Patio,"$2,783.50",,5/10/2023 11:55:45 AM
TAIWANESE_AMERICAN_STU_ASSOC_01,19906,Taiwanese American Student Association,Study Jam,06/08/2023 12:00 AM,Revelle and Thurgood Marshall Room in Price Center,$180.00,,5/8/2023 9:54:43 AM
ACAMAZING_01,19911,Acamazing,Acamazing Spring Concert,06/08/2023 12:00 AM,Multi Purpose Room,$445.00,,5/8/2023 11:56:45 AM
ASSOC_FOR_COMP_MACHINERY_ACM_01,19913,Association for Computing Machinery (ACM),Spring Projects Showcase,06/08/2023 12:00 AM,Design and Innovation Building 208,$463.33,,5/8/2023 11:57:17 AM
ALTER_EGO_DANCE_01,19924,Alter Ego Dance,Alter Ego Banquet,06/08/2023 12:00 AM,Price Center East - Forum Meeting Room,$495.65,,5/8/2023 11:57:33 AM
MUSICIANS_CLUB_UC_SAN_DIEGO_01,18684,Musicians Club @ UC San Diego,ICONIC 2023,06/09/2023 12:00 AM,Price Center East Ballroom,$712.50,,3/13/2023 2:36:51 PM
BIOLOGICAL_SCIS_STU_ASSOC_01,18864,Biological Sciences Student Association,Senior Reception,06/09/2023 12:00 AM,Multi Purpose Room,$533.48,,5/10/2023 11:32:05 AM
ETA_KAPPA_NU_HKN_01,19905,Eta Kappa Nu (HKN),HKN Movie Night (SP23),06/09/2023 12:00 AM,Henry Booker Room,$314.42,,5/8/2023 9:54:56 AM
BEAT_UC_SAN_DIEGO_THE_01,19908,"Beat @ UC San Diego, The",The Beat Spring Showcase,06/09/2023 12:00 AM,Price Center Theater,$475.00,,5/10/2023 11:32:17 AM
BIOMEDICAL_ENG_SOCIETY_BMES_01,19917,Biomedical Engineering Society (BMES),BMES End of the Year Celebration,06/09/2023 12:00 AM,Powell-Focht Bioengineering Hall Fung Auditorium,$785.67,,5/10/2023 11:56:04 AM
TRITON_A_CAPPELLA_COMMUNITY_01,18874,Triton A Cappella Community,tACC Senior Send Off,06/10/2023 12:00 AM,PC West Theater,$475.00,,5/10/2023 11:32:39 AM
SLEEPLESS_COLLECTIVE_01,19915,Sleepless Collective,Slumber Party Vol 2,06/10/2023 12:00 AM,PC East Forum,$387.96,,5/10/2023 11:33:02 AM
SLEEPLESS_COLLECTIVE_01,19907,Sleepless Collective,Sleepless Banquet,06/11/2023 12:00 AM,PC East Governance Chambers,$269.00,,5/8/2023 9:55:25 AM
